Customer_ID,Customer_Revenue,Customer_Profit,Purchase_Count,First_Purchase,Last_Purchase,Region,Segment,Repeat_Customer,Customer_Lifespan_Days,Value_Segment,Days_Since_Last_Purchase,Inactive_180d
CUST-00263,65322.12,18109.47,16,2023-05-17,2025-09-01,West,Consumer,True,838,High,117,False
CUST-00264,19778.61,3595.25,7,2023-12-16,2025-12-04,South,Consumer,True,719,Low,23,False
CUST-00265,42044.42,13550.86,7,2023-10-13,2025-08-17,South,Consumer,True,674,Mid,132,False
CUST-00266,20205.99,6748.070000000001,4,2023-11-22,2025-11-12,Central,Corporate,True,721,Low,45,False
CUST-00267,42708.79,11802.789999999999,12,2023-01-25,2025-08-31,West,Corporate,True,949,Mid,118,False
CUST-00268,32424.82,3163.94,9,2023-10-24,2025-07-03,West,Home Office,True,618,Mid,177,False
CUST-00269,45752.29,11557.97,18,2023-12-23,2025-10-15,Central,Consumer,True,662,Mid,73,False
CUST-00270,61216.21,15991.58,20,2023-05-07,2025-12-22,Central,Consumer,True,960,Mid,5,False
CUST-00271,14001.51,3746.9700000000003,12,2023-12-01,2025-11-23,West,Consumer,True,723,Low,34,False
CUST-00272,64670.72,13862.619999999999,18,2023-11-19,2025-11-18,East,Corporate,True,730,High,39,False
CUST-00273,17173.1,4794.2300000000005,9,2023-05-30,2025-08-29,East,Home Office,True,822,Low,120,False
CUST-00274,74124.52,21694.71,23,2023-03-30,2025-12-23,South,Corporate,True,999,High,4,False
CUST-00275,39678.11,9751.29,21,2023-10-23,2025-10-24,West,Corporate,True,732,Mid,64,False
CUST-00276,5747.530000000001,590.19,6,2023-03-27,2025-08-28,West,Consumer,True,885,Low,121,False
CUST-00277,58603.55,9191.34,12,2023-03-20,2025-10-19,West,Home Office,True,944,Mid,69,False
CUST-00278,14319.0,3398.23,5,2024-02-11,2024-07-03,South,Consumer,True,143,Low,542,True
CUST-00279,69729.12,22157.19,19,2023-03-21,2025-10-10,East,Consumer,True,934,High,78,False
CUST-00280,40468.53,7165.14,17,2023-01-12,2025-11-01,East,Consumer,True,1024,Mid,56,False
CUST-00281,39108.07,8359.3,14,2023-10-27,2025-10-12,West,Consumer,True,716,Mid,76,False
CUST-00282,9416.95,2192.44,5,2023-10-22,2025-09-20,West,Consumer,True,699,Low,98,False
CUST-00283,7691.7,2044.52,4,2024-04-03,2025-05-04,Central,Consumer,True,396,Low,237,True
CUST-00284,46301.36,10839.425,11,2023-08-08,2025-12-21,West,Consumer,True,866,Mid,6,False
CUST-00285,15309.099999999999,3535.9,5,2023-08-10,2025-10-23,West,Corporate,True,805,Low,65,False
CUST-00286,6474.96,1222.93,4,2023-07-25,2025-11-20,South,Consumer,True,849,Low,37,False
CUST-00287,114211.70999999999,21076.79,27,2023-07-02,2025-08-23,East,Consumer,True,783,High,126,False
CUST-00288,45783.12,12645.41,13,2023-08-22,2025-10-23,Central,Home Office,True,793,Mid,65,False
CUST-00289,4195.51,1106.43,1,2024-05-25,2024-05-25,Central,Corporate,False,0,Low,581,True
CUST-00290,16186.28,399.8399999999999,5,2023-06-02,2025-11-05,West,Consumer,True,887,Low,52,False
CUST-00291,131393.73,30873.77,35,2023-04-18,2025-11-04,South,Consumer,True,931,High,53,False
CUST-00292,61221.33,11514.230000000001,16,2023-06-29,2025-09-26,West,Home Office,True,820,Mid,92,False
CUST-00293,29869.18,4584.095,12,2023-11-25,2025-09-24,South,Consumer,True,669,Low,94,False
CUST-00294,4797.94,1311.59,5,2024-04-23,2025-11-20,West,Consumer,True,576,Low,37,False
CUST-00295,3556.44,67.52,6,2023-05-07,2025-08-01,Central,Home Office,True,817,Low,148,False
CUST-00296,11578.85,2341.77,7,2023-02-15,2025-05-12,Central,Consumer,True,817,Low,229,True
CUST-00297,41495.659999999996,11994.23,15,2023-06-08,2025-10-10,South,Corporate,True,855,Mid,78,False
CUST-00298,1005.4,336.15,2,2024-01-19,2025-02-25,West,Corporate,True,403,Low,305,True
CUST-00299,35290.32,8954.99,6,2024-05-15,2025-11-21,West,Corporate,True,555,Mid,36,False
CUST-00300,32732.5,6337.23,19,2023-03-08,2025-11-22,East,Consumer,True,990,Mid,35,False
CUST-00301,103975.11,28137.510000000002,35,2023-08-14,2025-10-03,West,Consumer,True,781,High,85,False
CUST-00302,36964.93,7850.570000000001,9,2023-04-30,2025-10-06,South,Consumer,True,890,Mid,82,False
CUST-00303,33596.65,3204.58,9,2023-10-13,2025-11-05,East,Consumer,True,754,Mid,52,False
CUST-00304,15249.699999999999,1665.7,7,2024-06-20,2025-08-11,South,Home Office,True,417,Low,138,False
CUST-00305,15620.18,3500.92,6,2023-06-30,2025-08-28,Central,Consumer,True,790,Low,121,False
CUST-00306,19441.03,4859.76,5,2024-05-19,2025-05-31,East,Corporate,True,377,Low,210,True
CUST-00307,42920.57,11043.81,11,2024-01-11,2025-09-12,West,Corporate,True,610,Mid,106,False
CUST-00308,35643.619999999995,12583.63,7,2023-10-16,2025-09-10,Central,Corporate,True,695,Mid,108,False
CUST-00309,36483.57,7653.07,7,2024-02-27,2025-11-22,West,Consumer,True,634,Mid,35,False
CUST-00310,117702.15,30107.285,25,2023-06-30,2025-11-26,East,Consumer,True,880,High,31,False
CUST-00311,169438.43,41630.24,41,2023-02-06,2025-12-08,Central,Home Office,True,1036,High,19,False
CUST-00312,7681.0,2018.62,4,2024-05-05,2025-08-09,Central,Corporate,True,461,Low,140,False
CUST-00313,15149.7,3539.79,8,2023-08-16,2025-07-15,East,Corporate,True,699,Low,165,False
CUST-00314,6434.2300000000005,2219.6099999999997,4,2024-03-07,2025-09-15,West,Home Office,True,557,Low,103,False
CUST-00315,16989.4,4122.165,7,2023-11-11,2025-10-12,East,Corporate,True,701,Low,76,False
CUST-00316,9665.64,2234.92,3,2023-12-05,2025-08-01,Central,Consumer,True,605,Low,148,False
CUST-00317,17176.05,3680.83,1,2023-12-04,2023-12-04,Central,Corporate,False,0,Low,754,True
CUST-00318,47380.37,9531.490000000002,15,2023-04-01,2025-09-11,Central,Consumer,True,894,Mid,107,False
CUST-00319,11570.16,3591.4100000000003,6,2023-07-12,2025-07-16,South,Corporate,True,735,Low,164,False
CUST-00320,64394.1,15098.86,27,2023-08-18,2025-12-23,South,Home Office,True,858,High,4,False
CUST-00321,9415.39,3280.3500000000004,7,2023-09-27,2025-08-29,West,Consumer,True,702,Low,120,False
CUST-00322,46244.79,14033.78,5,2023-10-10,2025-04-10,East,Consumer,True,548,Mid,261,True
CUST-00323,68433.14,20793.5,17,2023-05-14,2025-09-18,Central,Consumer,True,858,High,100,False
CUST-00324,19067.1,5465.43,6,2023-03-31,2025-09-28,South,Home Office,True,912,Low,90,False
CUST-00325,28882.780000000002,9772.269999999999,4,2023-12-31,2025-05-17,South,Consumer,True,503,Low,224,True
CUST-00326,146109.8,37272.82,40,2023-06-05,2025-12-11,East,Consumer,True,920,High,16,False
CUST-00327,2701.41,932.61,3,2023-10-02,2024-11-22,East,Consumer,True,417,Low,400,True
CUST-00328,439.12,31.54,1,2025-08-15,2025-08-15,East,Consumer,False,0,Low,134,False
CUST-00329,24384.01,6660.41,6,2023-05-25,2025-10-06,East,Consumer,True,865,Low,82,False
CUST-00330,21304.559999999998,3827.62,10,2023-07-08,2025-08-28,Central,Consumer,True,782,Low,121,False
CUST-00331,30106.32,6532.54,8,2023-08-09,2025-09-12,Central,Consumer,True,765,Mid,106,False
CUST-00332,23970.2,5761.48,8,2025-02-09,2025-10-04,West,Consumer,True,237,Low,84,False
CUST-00333,89452.5,15665.64,24,2023-06-08,2025-11-18,West,Consumer,True,894,High,39,False
CUST-00334,24540.74,5630.049999999999,5,2023-03-01,2025-02-01,South,Consumer,True,703,Low,329,True
CUST-00335,30539.510000000002,9552.96,6,2023-11-04,2025-07-30,West,Consumer,True,634,Mid,150,False
CUST-00336,29121.329999999998,6985.18,9,2023-04-07,2025-10-30,South,Corporate,True,937,Low,58,False
CUST-00337,48104.11,10655.64,15,2023-06-04,2025-11-23,South,Consumer,True,903,Mid,34,False
CUST-00338,12836.529999999999,4168.13,6,2023-11-25,2025-10-11,West,Consumer,True,686,Low,77,False
CUST-00339,13599.46,3491.13,8,2024-04-18,2025-09-18,East,Consumer,True,518,Low,100,False
CUST-00340,19273.579999999998,5867.19,3,2025-04-06,2025-11-27,South,Consumer,True,235,Low,30,False
CUST-00341,23738.76,5669.33,4,2023-12-12,2025-10-10,Central,Consumer,True,668,Low,78,False
CUST-00342,19912.41,4664.48,4,2025-01-14,2025-09-20,West,Consumer,True,249,Low,98,False
CUST-00343,22792.5,6421.86,17,2023-03-07,2025-09-13,Central,Home Office,True,921,Low,105,False
CUST-00344,13922.49,2424.1699999999996,3,2025-05-21,2025-08-30,Central,Consumer,True,101,Low,119,False
CUST-00345,47651.02,12155.37,15,2023-07-23,2025-12-03,South,Consumer,True,864,Mid,24,False
CUST-00346,27113.79,9175.0,9,2023-11-24,2025-10-19,West,Consumer,True,695,Low,69,False
CUST-00347,80696.34,19557.96,20,2023-11-01,2025-07-03,South,Consumer,True,610,High,177,False
CUST-00348,59735.45,12175.359999999999,21,2023-10-23,2025-11-19,South,Consumer,True,758,Mid,38,False
CUST-00349,21781.81,7368.280000000001,2,2024-06-19,2024-08-30,East,Corporate,True,72,Low,484,True
CUST-00350,32305.510000000002,8002.39,4,2024-07-15,2025-05-14,East,Corporate,True,303,Mid,227,True
CUST-00351,6755.21,1426.67,6,2024-03-16,2025-08-14,Central,Consumer,True,516,Low,135,False
CUST-00352,90169.76,21529.34,31,2023-03-14,2025-11-27,East,Consumer,True,989,High,30,False
CUST-00353,6484.33,1625.31,5,2024-03-04,2025-04-22,West,Consumer,True,414,Low,249,True
CUST-00354,19943.16,4743.52,10,2023-11-12,2025-09-22,West,Consumer,True,680,Low,96,False
CUST-00355,32725.91,6136.349999999999,10,2023-05-09,2025-07-19,South,Corporate,True,802,Mid,161,False
CUST-00356,83482.78,20147.2,24,2023-04-28,2025-10-15,South,Consumer,True,901,High,73,False
CUST-00357,37908.04,7226.1900000000005,11,2023-08-15,2025-06-04,East,Consumer,True,659,Mid,206,True
CUST-00358,26692.98,7903.12,7,2024-09-21,2025-11-23,South,Home Office,True,428,Low,34,False
CUST-00359,148327.66,31559.85,44,2023-02-15,2025-10-30,East,Consumer,True,988,High,58,False
CUST-00360,23695.64,5452.135,8,2023-11-07,2025-10-22,Central,Consumer,True,715,Low,66,False
CUST-00361,59851.96,15828.82,12,2024-01-27,2025-11-14,South,Corporate,True,657,Mid,43,False
CUST-00362,14569.029999999999,2950.97,7,2023-12-28,2025-11-26,South,Consumer,True,699,Low,31,False
CUST-00363,40243.090000000004,10203.19,12,2023-11-06,2025-09-08,East,Consumer,True,672,Mid,110,False
CUST-00364,60813.79,11141.39,26,2023-03-17,2025-09-22,South,Consumer,True,920,Mid,96,False
CUST-00365,31596.769999999997,7443.25,14,2023-10-05,2025-10-08,East,Home Office,True,734,Mid,80,False
CUST-00366,44045.89,12178.64,11,2023-07-22,2025-09-13,Central,Consumer,True,784,Mid,105,False
CUST-00367,527.05,79.26,1,2025-03-05,2025-03-05,West,Consumer,False,0,Low,297,True
CUST-00368,21629.3,7305.6,7,2023-06-19,2025-11-09,West,Consumer,True,874,Low,48,False
CUST-00369,9187.880000000001,2644.0499999999997,4,2024-02-18,2025-11-01,East,Consumer,True,622,Low,56,False
CUST-00370,12430.73,2723.58,7,2024-05-29,2025-11-17,South,Corporate,True,537,Low,40,False
CUST-00371,9779.7,1474.72,6,2024-01-30,2025-11-06,West,Consumer,True,646,Low,51,False
CUST-00372,31905.54,7809.99,5,2024-04-03,2025-06-21,Central,Corporate,True,444,Mid,189,True
CUST-00373,33551.28,7705.83,12,2023-11-07,2025-11-03,West,Corporate,True,727,Mid,54,False
CUST-00374,19093.96,4784.34,4,2024-04-22,2025-05-03,West,Corporate,True,376,Low,238,True
CUST-00375,38985.2,10006.53,7,2023-12-11,2025-08-13,South,Consumer,True,611,Mid,136,False
CUST-00376,20261.170000000002,5843.26,5,2023-11-30,2025-08-26,East,Home Office,True,635,Low,123,False
CUST-00377,75337.54,15546.135,25,2023-10-04,2025-09-02,Central,Corporate,True,699,High,116,False
CUST-00378,73901.01999999999,15348.97,11,2023-06-05,2025-04-28,Central,Consumer,True,693,High,243,True
CUST-00379,19954.440000000002,2455.4100000000003,7,2024-10-27,2025-09-30,West,Corporate,True,338,Low,88,False
CUST-00380,36051.49,10535.32,17,2023-09-08,2025-12-10,West,Home Office,True,824,Mid,17,False
CUST-00381,58918.189999999995,13771.85,15,2024-02-19,2025-11-05,East,Consumer,True,625,Mid,52,False
CUST-00382,5025.1,-149.24,4,2024-01-16,2025-08-02,South,Home Office,True,564,Low,147,False
CUST-00383,4029.57,443.26,3,2023-12-07,2025-03-04,South,Consumer,True,453,Low,298,True
CUST-00384,8529.94,2026.2199999999998,2,2024-12-15,2025-03-23,East,Corporate,True,98,Low,279,True
CUST-00385,29607.57,6392.299999999999,4,2023-10-29,2025-06-14,East,Home Office,True,594,Low,196,True
CUST-00386,19499.82,2647.94,8,2023-12-03,2025-07-13,East,Consumer,True,588,Low,167,False
CUST-00387,147374.32,41177.04,44,2023-05-25,2025-12-01,East,Corporate,True,921,High,26,False
CUST-00388,5813.26,859.61,2,2024-10-09,2025-01-18,South,Consumer,True,101,Low,343,True
CUST-00389,20173.56,5713.79,6,2023-09-30,2025-04-08,South,Corporate,True,556,Low,263,True
CUST-00390,17531.86,4461.46,4,2024-09-28,2025-09-08,East,Corporate,True,345,Low,110,False
CUST-00391,9132.31,1987.8799999999999,7,2024-01-20,2024-11-27,Central,Consumer,True,312,Low,395,True
CUST-00392,45664.38,12815.64,16,2023-10-03,2025-11-22,East,Consumer,True,781,Mid,35,False
CUST-00393,17857.18,2774.6600000000003,6,2023-06-04,2025-05-18,West,Consumer,True,714,Low,223,True
CUST-00394,26781.629999999997,7918.43,6,2024-01-01,2025-12-15,Central,Consumer,True,714,Low,12,False
CUST-00395,21742.26,3633.21,8,2023-10-03,2025-03-15,Central,Consumer,True,529,Low,287,True
CUST-00396,119600.41,33021.6,34,2023-02-12,2025-10-01,South,Consumer,True,962,High,87,False
CUST-00397,51357.94,14100.15,7,2023-12-10,2025-03-04,East,Consumer,True,450,Mid,298,True
CUST-00398,8739.72,2643.94,3,2023-06-29,2025-06-29,East,Consumer,True,731,Low,181,True
CUST-00399,18238.26,5812.64,5,2023-08-15,2025-10-05,West,Corporate,True,782,Low,83,False
CUST-00400,18670.8,3810.29,10,2023-09-22,2025-07-01,West,Corporate,True,648,Low,179,False
CUST-00401,5123.42,1336.47,6,2023-05-01,2025-06-15,South,Corporate,True,776,Low,195,True
CUST-00402,24608.43,5019.94,14,2023-08-06,2025-10-24,South,Consumer,True,810,Low,64,False
CUST-00403,11401.449999999999,3706.41,8,2023-08-02,2025-10-24,West,Home Office,True,814,Low,64,False
CUST-00404,56732.07,15696.84,21,2023-06-13,2025-08-31,South,Corporate,True,810,Mid,118,False
CUST-00405,64860.8,15568.560000000001,21,2023-01-26,2025-09-23,West,Consumer,True,971,High,95,False
CUST-00406,32715.910000000003,6176.1,6,2023-10-08,2025-03-24,Central,Consumer,True,533,Mid,278,True
CUST-00407,19645.93,4456.74,7,2023-12-15,2025-09-15,West,Corporate,True,640,Low,103,False
CUST-00408,7238.93,1475.6100000000001,5,2024-01-06,2025-06-26,East,Consumer,True,537,Low,184,True
CUST-00409,46238.08,14947.210000000001,7,2023-09-19,2025-09-02,South,Consumer,True,714,Mid,116,False
CUST-00410,148610.69,40697.17,33,2023-11-21,2025-11-30,East,Home Office,True,740,High,27,False
CUST-00411,25198.399999999998,8349.960000000001,9,2024-02-21,2025-10-06,East,Consumer,True,593,Low,82,False
CUST-00412,144001.06,32759.36,43,2023-07-25,2025-11-19,East,Consumer,True,848,High,38,False
CUST-00413,31267.86,8701.93,11,2023-02-03,2025-10-14,West,Home Office,True,984,Mid,74,False
CUST-00414,41330.69,9626.84,11,2024-03-04,2025-08-14,East,Corporate,True,528,Mid,135,False
CUST-00415,21887.93,6102.360000000001,11,2023-04-22,2025-12-04,East,Consumer,True,957,Low,23,False
CUST-00416,402.5,17.23,2,2023-11-26,2024-04-20,Central,Home Office,True,146,Low,616,True
CUST-00417,840.26,228.83999999999997,1,2025-07-05,2025-07-05,South,Home Office,False,0,Low,175,False
CUST-00418,22380.780000000002,7165.51,13,2023-07-15,2025-09-25,East,Consumer,True,803,Low,93,False
CUST-00419,14691.74,3573.5199999999995,6,2023-07-24,2025-10-05,West,Corporate,True,804,Low,83,False
CUST-00420,158755.00999999998,39976.55,49,2023-05-17,2025-12-03,Central,Consumer,True,931,High,24,False
CUST-00421,11572.36,1807.5500000000002,7,2024-08-20,2025-07-18,South,Consumer,True,332,Low,162,False
CUST-00422,42779.46,10482.910000000002,11,2023-09-11,2025-11-24,Central,Corporate,True,805,Mid,33,False
CUST-00423,45896.19,13325.11,17,2023-06-11,2025-10-13,South,Consumer,True,855,Mid,75,False
CUST-00424,14043.91,4383.17,6,2024-05-09,2025-02-11,Central,Corporate,True,278,Low,319,True
CUST-00425,60546.54,13520.78,25,2023-04-07,2025-10-20,West,Corporate,True,927,Mid,68,False
CUST-00426,25752.47,6943.09,11,2023-02-16,2025-09-20,East,Consumer,True,947,Low,98,False
CUST-00427,11631.18,3140.44,3,2024-06-19,2025-05-06,South,Corporate,True,321,Low,235,True
CUST-00428,52183.2,10651.09,13,2023-02-22,2025-11-07,South,Consumer,True,989,Mid,50,False
CUST-00429,27765.72,3033.4599999999996,11,2023-12-22,2025-09-16,East,Home Office,True,634,Low,102,False
CUST-00430,96168.78,17407.989999999998,27,2023-02-07,2025-11-06,Central,Consumer,True,1003,High,51,False
CUST-00431,68743.8,15378.97,24,2023-07-20,2025-12-17,East,Corporate,True,881,High,10,False
CUST-00432,35917.23,5055.619999999999,9,2023-08-02,2025-12-13,Central,Corporate,True,864,Mid,14,False
CUST-00433,43947.11,13441.099999999999,10,2024-04-30,2025-11-19,South,Consumer,True,568,Mid,38,False
CUST-00434,215.67,46.21,1,2023-12-20,2023-12-20,East,Corporate,False,0,Low,738,True
CUST-00435,87176.82,22064.71,19,2023-06-28,2025-09-18,West,Corporate,True,813,High,100,False
CUST-00436,210652.49,55958.48,42,2023-05-16,2025-09-24,East,Corporate,True,862,High,94,False
CUST-00437,30168.52,6894.59,9,2023-11-28,2025-09-16,Central,Corporate,True,658,Mid,102,False
CUST-00438,76602.95999999999,20121.34,17,2023-06-21,2025-08-09,South,Home Office,True,780,High,140,False
CUST-00439,34877.13,9582.52,8,2023-12-24,2025-09-14,East,Consumer,True,630,Mid,104,False
CUST-00440,61392.3,13646.56,16,2023-04-21,2025-07-28,West,Consumer,True,829,High,152,False
CUST-00441,90113.49,8950.56,31,2023-06-15,2025-12-05,South,Consumer,True,904,High,22,False
CUST-00443,14605.69,3982.54,7,2024-08-21,2025-06-25,East,Consumer,True,308,Low,185,True
CUST-00444,22023.98,7131.57,7,2023-10-15,2025-11-07,West,Consumer,True,754,Low,50,False
CUST-00445,13159.69,4306.87,5,2023-05-26,2025-08-27,Central,Consumer,True,824,Low,122,False
CUST-00446,27816.159999999996,5071.5599999999995,8,2024-04-20,2025-07-01,Central,Home Office,True,437,Low,179,False
CUST-00447,7414.799999999999,1075.3999999999999,4,2023-04-19,2025-10-10,West,Consumer,True,905,Low,78,False
CUST-00448,31499.65,10156.66,7,2023-09-02,2025-11-01,South,Corporate,True,791,Mid,56,False
CUST-00449,43304.56,7055.44,7,2024-01-07,2025-12-04,Central,Consumer,True,697,Mid,23,False
CUST-00450,32276.07,8596.86,10,2023-12-14,2025-12-14,West,Home Office,True,731,Mid,13,False
CUST-00451,28731.600000000002,9197.800000000001,10,2023-06-04,2025-07-23,South,Consumer,True,780,Low,157,False
CUST-00452,43153.42,9464.93,17,2023-02-11,2025-11-16,South,Consumer,True,1009,Mid,41,False
CUST-00453,67216.05,16017.82,18,2023-04-30,2025-09-16,West,Home Office,True,870,High,102,False
CUST-00454,55401.03,13514.470000000001,18,2023-11-18,2025-10-12,East,Home Office,True,694,Mid,76,False
CUST-00455,26150.69,3853.17,8,2023-09-04,2025-09-20,Central,Consumer,True,747,Low,98,False
CUST-00456,61590.87,14448.13,15,2024-04-03,2025-11-18,Central,Consumer,True,594,High,39,False
CUST-00457,60248.43,13833.85,14,2023-10-06,2025-11-08,East,Corporate,True,764,Mid,49,False
CUST-00458,30399.89,8802.64,5,2025-02-23,2025-08-12,Central,Home Office,True,170,Mid,137,False
CUST-00459,37350.39,3850.0099999999998,8,2024-06-04,2025-10-08,South,Consumer,True,491,Mid,80,False
CUST-00460,22752.77,7947.910000000001,7,2024-06-17,2025-10-20,East,Consumer,True,490,Low,68,False
CUST-00461,70775.28,14045.189999999999,24,2023-08-15,2025-12-17,Central,Corporate,True,855,High,10,False
CUST-00462,18286.75,1084.93,9,2023-11-08,2025-09-28,East,Corporate,True,690,Low,90,False
CUST-00463,14262.49,3394.84,7,2024-05-11,2025-12-06,Central,Corporate,True,574,Low,21,False
CUST-00464,22042.8,5418.9400000000005,11,2023-07-20,2025-07-27,West,Corporate,True,738,Low,153,False
CUST-00465,15625.449999999999,2659.9300000000003,3,2023-09-26,2025-08-06,East,Consumer,True,680,Low,143,False
CUST-00466,57411.49,13288.61,16,2023-10-03,2025-07-29,South,Home Office,True,665,Mid,151,False
CUST-00467,74808.25,18062.18,23,2023-07-16,2025-12-03,East,Home Office,True,871,High,24,False
CUST-00468,3449.7,1026.26,5,2023-12-24,2025-07-05,Central,Corporate,True,559,Low,175,False
CUST-00469,38833.18,7463.46,10,2023-10-12,2025-09-09,East,Consumer,True,698,Mid,109,False
CUST-00470,24088.09,8620.490000000002,5,2023-12-17,2025-11-27,South,Consumer,True,711,Low,30,False
CUST-00471,28663.91,7630.66,8,2024-01-09,2025-11-16,Central,Corporate,True,677,Low,41,False
CUST-00472,67955.43,14075.165,18,2023-05-07,2025-10-22,South,Consumer,True,899,High,66,False
CUST-00473,44844.83,8565.38,11,2023-02-03,2025-12-09,West,Home Office,True,1040,Mid,18,False
CUST-00474,24931.79,5226.22,10,2023-03-12,2025-06-29,West,Consumer,True,840,Low,181,True
CUST-00475,65867.63,17747.3,16,2023-01-30,2025-11-02,Central,Corporate,True,1007,High,55,False
CUST-00476,3756.06,553.16,1,2023-10-02,2023-10-02,South,Home Office,False,0,Low,817,True
CUST-00477,13260.669999999998,3410.85,5,2023-12-29,2025-01-28,South,Consumer,True,396,Low,333,True
CUST-00478,16857.25,4423.5,4,2023-12-24,2025-01-15,East,Consumer,True,388,Low,346,True
CUST-00479,32921.69,5197.41,7,2024-05-28,2025-08-19,Central,Corporate,True,448,Mid,130,False
CUST-00480,158497.87,33538.54,39,2023-07-25,2025-11-20,East,Corporate,True,849,High,37,False
CUST-00481,25384.43,7473.15,8,2023-06-02,2025-06-02,West,Consumer,True,731,Low,208,True
CUST-00482,14851.490000000002,3750.29,2,2024-09-09,2025-09-08,South,Corporate,True,364,Low,110,False
CUST-00483,13778.16,3792.62,3,2023-12-20,2025-06-10,West,Home Office,True,538,Low,200,True
CUST-00484,5596.639999999999,757.52,5,2023-12-20,2025-12-25,South,Consumer,True,736,Low,2,False
CUST-00485,106509.56,25088.18,27,2023-05-26,2025-07-29,West,Consumer,True,795,High,151,False
CUST-00486,47231.68,12679.25,9,2024-02-28,2025-05-18,East,Consumer,True,445,Mid,223,True
CUST-00487,4844.17,1024.12,4,2023-08-25,2025-01-31,West,Consumer,True,525,Low,330,True
CUST-00488,116073.12,31900.379999999997,22,2023-06-11,2025-09-17,Central,Consumer,True,829,High,101,False
CUST-00489,17881.14,3468.98,7,2024-04-20,2025-07-06,South,Consumer,True,442,Low,174,False
CUST-00490,47045.09,10232.84,12,2023-11-08,2025-05-06,Central,Corporate,True,545,Mid,235,True
CUST-00491,146693.19,31164.010000000002,42,2023-06-17,2025-10-17,South,Consumer,True,853,High,71,False
CUST-00492,29662.4,9510.51,10,2023-12-24,2025-10-30,South,Home Office,True,676,Low,58,False
CUST-00493,5163.83,-418.2800000000001,4,2024-08-11,2025-08-07,South,Consumer,True,361,Low,142,False
CUST-00494,132414.24,32277.07,26,2023-09-30,2025-08-27,Central,Consumer,True,697,High,122,False
CUST-00495,99904.03,21093.91,29,2023-04-06,2025-10-08,West,Corporate,True,916,High,80,False
CUST-00496,51334.369999999995,17349.05,11,2023-11-16,2025-09-30,West,Home Office,True,684,Mid,88,False
CUST-00497,12304.03,3803.6000000000004,7,2023-07-10,2025-10-23,East,Consumer,True,836,Low,65,False
CUST-00498,10675.64,2321.2999999999997,7,2023-03-04,2025-10-06,West,Consumer,True,947,Low,82,False
CUST-00499,43321.11,10747.83,17,2023-05-05,2025-11-30,South,Consumer,True,940,Mid,27,False
CUST-00500,34949.13,8033.71,12,2023-03-07,2025-09-18,West,Consumer,True,926,Mid,100,False
CUST-00501,27864.059999999998,6676.43,5,2023-12-27,2024-08-03,East,Consumer,True,220,Low,511,True
CUST-00502,38749.700000000004,7324.47,20,2023-07-01,2025-11-20,Central,Consumer,True,873,Mid,37,False
CUST-00503,109854.3,25247.08,41,2023-04-13,2025-10-26,South,Consumer,True,927,High,62,False
CUST-00504,67585.6,16811.43,19,2023-04-02,2025-10-12,South,Consumer,True,924,High,76,False
CUST-00505,11205.17,2034.3500000000001,4,2023-11-16,2025-08-27,West,Home Office,True,650,Low,122,False
CUST-00506,8620.33,2917.0,8,2024-03-13,2025-10-23,West,Corporate,True,589,Low,65,False
CUST-00507,111006.19,32095.31,31,2023-08-30,2025-12-05,Central,Consumer,True,828,High,22,False
CUST-00508,129606.26,33443.7,42,2023-04-25,2025-11-09,East,Consumer,True,929,High,48,False
CUST-00509,42329.42,13564.470000000001,13,2023-09-04,2025-09-07,West,Consumer,True,734,Mid,111,False
CUST-00510,45556.47,14821.119999999999,13,2023-08-26,2025-09-21,East,Consumer,True,757,Mid,97,False
CUST-00511,22643.68,5808.83,5,2024-05-24,2025-09-09,South,Corporate,True,473,Low,109,False
CUST-00512,78133.06999999999,16949.24,13,2023-03-09,2025-09-06,Central,Home Office,True,912,High,112,False
CUST-00513,4481.65,836.0300000000001,4,2023-04-14,2025-07-03,South,Home Office,True,811,Low,177,False
CUST-00514,15567.650000000001,4234.05,3,2024-02-17,2024-07-02,South,Home Office,True,136,Low,543,True
CUST-00515,12898.96,4239.09,4,2024-03-17,2024-10-25,South,Home Office,True,222,Low,428,True
CUST-00516,58552.8,12817.765,23,2023-02-09,2025-11-09,East,Home Office,True,1004,Mid,48,False
CUST-00517,1979.0800000000002,565.58,2,2024-08-19,2025-10-09,South,Consumer,True,416,Low,79,False
CUST-00518,1235.1899999999998,315.09999999999997,2,2024-02-04,2024-11-17,East,Consumer,True,287,Low,405,True
CUST-00519,27284.420000000002,6005.86,8,2023-07-03,2025-06-11,West,Consumer,True,709,Low,199,True
CUST-00520,25958.17,9632.31,4,2024-02-14,2025-04-15,Central,Corporate,True,426,Low,256,True
CUST-00521,28363.13,8028.11,9,2023-03-20,2025-09-23,West,Consumer,True,918,Low,95,False
CUST-00522,18245.27,5441.88,8,2023-11-16,2025-09-20,East,Corporate,True,674,Low,98,False
CUST-00523,33036.45,5497.96,10,2023-09-11,2025-05-15,East,Corporate,True,612,Mid,226,True
CUST-00524,57430.17,7555.76,14,2023-09-03,2025-10-26,South,Consumer,True,784,Mid,62,False
CUST-00525,62095.96,15065.65,19,2024-02-05,2025-10-29,West,Consumer,True,632,High,59,False
CUST-00526,4212.719999999999,649.5899999999999,3,2023-12-13,2025-06-02,West,Consumer,True,537,Low,208,True
CUST-00527,106961.25,27930.6,25,2023-07-08,2025-12-10,South,Consumer,True,886,High,17,False
