Order ID,Customer_ID,Order_Date,Region,Segment,Order_Total,Order_Profit,Line_Items
ORD-2024992,CUST-00043,2023-05-01,Central,Corporate,2306.5,623.95,1
ORD-2024993,CUST-00435,2023-12-21,West,Corporate,12666.84,2912.52,3
ORD-2024994,CUST-00504,2025-04-20,South,Consumer,1758.24,683.4,2
ORD-2024995,CUST-00165,2024-12-28,West,Corporate,7423.65,2382.85,1
ORD-2024996,CUST-00718,2025-01-04,West,Corporate,9703.44,2581.88,1
ORD-2024997,CUST-00156,2025-06-09,Central,Consumer,2729.42,-234.6,1
ORD-2024998,CUST-00710,2025-07-03,West,Consumer,1685.04,29.95,1
ORD-2024999,CUST-00621,2025-08-26,West,Home Office,4263.03,1243.56,1
ORD-2025000,CUST-00200,2025-11-23,South,Corporate,219.7,80.48,1
ORD-2025001,CUST-00128,2025-02-25,South,Home Office,683.64,280.88,1
ORD-2025002,CUST-00261,2025-05-10,South,Consumer,1480.56,367.39,1
ORD-2025003,CUST-00326,2025-02-03,East,Consumer,5746.84,1396.98,1
ORD-2025004,CUST-00202,2024-07-08,South,Corporate,601.74,134.91,1
ORD-2025005,CUST-00800,2025-01-22,West,Corporate,6329.8,1733.06,3
ORD-2025006,CUST-00188,2025-10-25,West,Consumer,927.61,241.34,1
ORD-2025007,CUST-00670,2025-06-05,East,Consumer,11844.48,3521.99,1
ORD-2025008,CUST-00134,2024-04-01,Central,Corporate,2969.46,1264.94,1
ORD-2025009,CUST-00789,2024-12-28,Central,Consumer,1634.9,341.11,2
ORD-2025010,CUST-00185,2024-03-22,West,Home Office,4445.0,843.35,1
ORD-2025011,CUST-00349,2024-08-30,East,Corporate,10909.970000000001,4021.7400000000002,2
ORD-2025012,CUST-00461,2024-11-18,Central,Corporate,3043.2400000000002,821.65,2
ORD-2025013,CUST-00100,2025-06-22,East,Consumer,4084.92,1294.46,1
ORD-2025014,CUST-00657,2024-12-31,South,Home Office,12047.460000000001,5308.59,2
ORD-2025015,CUST-00223,2024-04-22,Central,Home Office,1985.28,709.2,2
ORD-2025016,CUST-00453,2025-05-17,West,Home Office,1600.67,304.03,1
ORD-2025017,CUST-00453,2025-09-16,West,Home Office,189.24,72.82,1
ORD-2025018,CUST-00496,2024-10-08,West,Home Office,878.04,192.42,1
ORD-2025019,CUST-00049,2024-06-01,Central,Consumer,6074.28,1960.1,1
ORD-2025020,CUST-00141,2025-01-02,South,Home Office,112.72,50.67,1
ORD-2025021,CUST-00136,2025-12-01,West,Consumer,683.1,90.53,1
ORD-2025022,CUST-00251,2025-04-20,East,Consumer,559.93,-363.78,1
ORD-2025023,CUST-00118,2023-05-27,East,Corporate,528.93,139.85999999999999,2
ORD-2025024,CUST-00742,2023-07-29,South,Corporate,5197.57,334.635,1
ORD-2025025,CUST-00425,2025-04-14,West,Corporate,464.36,124.27000000000001,2
ORD-2025026,CUST-00508,2025-03-05,East,Consumer,9703.44,2864.84,1
ORD-2025027,CUST-00292,2025-08-27,West,Home Office,3747.31,1075.22,2
ORD-2025028,CUST-00225,2023-02-06,Central,Home Office,1765.21,441.47,1
ORD-2025029,CUST-00418,2025-09-25,East,Consumer,3454.69,1311.97,2
ORD-2025030,CUST-00240,2023-08-03,Central,Home Office,189.24,43.34,1
ORD-2025031,CUST-00280,2024-08-23,East,Consumer,1791.63,557.52,1
ORD-2025032,CUST-00377,2024-01-22,Central,Corporate,396.72,-20.67,2
ORD-2025033,CUST-00420,2025-07-31,Central,Consumer,3380.45,-248.4,1
ORD-2025034,CUST-00791,2025-10-14,East,Consumer,6047.68,1248.76,1
ORD-2025035,CUST-00183,2024-09-29,West,Consumer,205.3,83.02,2
ORD-2025036,CUST-00407,2024-01-06,West,Corporate,2259.85,857.8000000000001,2
ORD-2025037,CUST-00126,2025-06-25,Central,Consumer,2233.59,624.22,2
ORD-2025038,CUST-00287,2025-07-24,East,Consumer,200.53,55.03,1
ORD-2025039,CUST-00587,2024-05-03,Central,Consumer,4019.56,186.12,3
ORD-2025040,CUST-00145,2025-08-06,South,Consumer,3282.1099999999997,878.0600000000001,2
ORD-2025041,CUST-00481,2023-06-02,West,Consumer,1070.46,71.31000000000002,2
ORD-2025042,CUST-00346,2024-11-21,West,Consumer,321.57,110.64000000000001,2
ORD-2025043,CUST-00045,2025-11-22,East,Consumer,1190.34,167.36,1
ORD-2025044,CUST-00754,2025-07-27,South,Consumer,316.65,380.475,2
ORD-2025045,CUST-00343,2024-08-07,Central,Home Office,2966.04,556.24,1
ORD-2025046,CUST-00635,2024-08-13,East,Consumer,1943.39,423.96000000000004,2
ORD-2025047,CUST-00345,2024-06-28,South,Consumer,197.1,87.1,1
ORD-2025048,CUST-00757,2024-07-28,Central,Consumer,2824.2,571.03,1
ORD-2025049,CUST-00236,2025-11-03,Central,Consumer,142.8,26.78,1
ORD-2025050,CUST-00341,2025-10-10,Central,Consumer,321.64,63.64,1
ORD-2025051,CUST-00619,2024-05-02,East,Consumer,4.24,1.41,1
ORD-2025052,CUST-00280,2025-01-01,East,Consumer,133.02,36.89,1
ORD-2025053,CUST-00300,2025-01-17,East,Consumer,2455.46,617.04,2
ORD-2025054,CUST-00796,2025-02-06,West,Consumer,3234.48,689.27,1
ORD-2025055,CUST-00459,2025-06-07,South,Consumer,1029.48,75.72,2
ORD-2025056,CUST-00564,2025-01-06,East,Consumer,2043.76,692.46,2
ORD-2025057,CUST-00527,2025-12-10,South,Consumer,787.39,183.76,1
ORD-2025058,CUST-00667,2025-08-22,Central,Consumer,3019.36,1004.15,2
ORD-2025059,CUST-00694,2023-11-06,South,Consumer,2059.41,116.48,1
ORD-2025060,CUST-00466,2024-07-29,South,Home Office,969.78,230.86,2
ORD-2025061,CUST-00240,2025-10-09,Central,Home Office,208.56,88.01,1
ORD-2025062,CUST-00021,2024-12-12,Central,Corporate,10855.08,1759.02,2
ORD-2025063,CUST-00504,2025-04-17,South,Consumer,3451.8,1118.24,1
ORD-2025064,CUST-00666,2023-08-29,Central,Home Office,450.9,76.11,1
ORD-2025065,CUST-00376,2024-08-25,East,Home Office,40.28,10.11,1
ORD-2025066,CUST-00139,2025-04-10,West,Consumer,2687.86,1107.79,1
ORD-2025067,CUST-00234,2025-03-27,South,Consumer,1603.6799999999998,508.44,2
ORD-2025068,CUST-00423,2024-07-29,South,Consumer,1243.4099999999999,74.5,2
ORD-2025069,CUST-00676,2024-12-19,Central,Consumer,4583.68,1569.56,1
ORD-2025070,CUST-00143,2023-11-14,West,Corporate,12418.7,2880.44,1
ORD-2025071,CUST-00503,2023-10-25,South,Consumer,11207.3,2083.63,2
ORD-2025072,CUST-00614,2025-03-03,West,Home Office,139.75,48.5,1
ORD-2025073,CUST-00756,2025-04-12,West,Consumer,1466.62,440.51,2
ORD-2025074,CUST-00095,2023-09-09,South,Corporate,684.39,134.14,1
ORD-2025075,CUST-00746,2024-02-17,West,Consumer,5681.94,1879.54,1
ORD-2025076,CUST-00495,2024-07-18,West,Corporate,1783.7600000000002,495.18000000000006,2
ORD-2025077,CUST-00622,2024-05-12,West,Corporate,8.9,-3.07,1
ORD-2025078,CUST-00047,2023-12-03,West,Home Office,4445.0,1847.8,1
ORD-2025079,CUST-00420,2025-05-18,Central,Consumer,6669.76,1917.18,2
ORD-2025080,CUST-00508,2023-07-16,East,Consumer,1960.56,338.33,1
ORD-2025081,CUST-00255,2025-10-04,Central,Home Office,1276.09,377.35,1
ORD-2025082,CUST-00359,2023-10-25,East,Consumer,189.24,-64.5,1
ORD-2025083,CUST-00457,2024-12-22,East,Corporate,4730.19,1853.54,2
ORD-2025084,CUST-00456,2024-12-25,Central,Consumer,61.59,13.36,1
ORD-2025085,CUST-00039,2023-09-13,West,Corporate,1506.24,141.81,1
ORD-2025086,CUST-00364,2024-11-08,South,Consumer,4445.0,777.71,1
ORD-2025087,CUST-00180,2025-07-04,Central,Consumer,154.05,34.11,1
ORD-2025088,CUST-00738,2025-03-26,West,Consumer,3279.8999999999996,777.5,3
ORD-2025089,CUST-00787,2024-09-02,East,Consumer,73.79,3.98,1
ORD-2025090,CUST-00248,2024-11-30,West,Consumer,6487.75,2729.37,1
ORD-2025091,CUST-00146,2025-04-04,South,Consumer,9753.25,1698.2800000000002,2
ORD-2025092,CUST-00182,2024-06-24,East,Consumer,10080.8,71.09,1
ORD-2025093,CUST-00398,2025-01-09,East,Consumer,3138.0,1065.53,1
ORD-2025094,CUST-00701,2025-01-20,Central,Consumer,204.76,32.74,1
ORD-2025095,CUST-00413,2025-07-28,West,Home Office,1689.72,712.41,2
ORD-2025096,CUST-00048,2024-01-11,South,Corporate,2466.75,1001.51,3
ORD-2025097,CUST-00037,2024-12-13,South,Consumer,490.38,-22.019999999999996,2
ORD-2025098,CUST-00187,2025-11-18,East,Consumer,5723.3099999999995,1546.6100000000001,3
ORD-2025099,CUST-00681,2024-03-27,Central,Consumer,16.96,2.89,1
ORD-2025100,CUST-00508,2024-11-07,East,Consumer,2574.21,298.4,2
ORD-2025101,CUST-00466,2024-12-29,South,Home Office,87.25,0.86,1
ORD-2025102,CUST-00262,2024-12-02,East,Home Office,13161.52,4097.04,2
ORD-2025103,CUST-00752,2025-05-06,East,Home Office,11473.64,2046.85,1
ORD-2025104,CUST-00271,2025-07-20,West,Consumer,179.2,8.4,2
ORD-2025105,CUST-00674,2025-07-19,East,Home Office,0.0,106.65,1
ORD-2025106,CUST-00718,2023-12-04,West,Corporate,91.59,10.549999999999999,2
ORD-2025107,CUST-00404,2025-07-17,South,Corporate,9516.769999999999,3688.1800000000003,2
ORD-2025108,CUST-00717,2024-01-13,Central,Consumer,18842.85,4759.0599999999995,2
ORD-2025109,CUST-00225,2024-09-02,Central,Home Office,3958.98,961.97,2
ORD-2025110,CUST-00536,2025-05-18,East,Consumer,2106.3,497.65,1
ORD-2025111,CUST-00069,2023-10-09,East,Consumer,178.9,58.65,2
ORD-2025112,CUST-00396,2025-08-18,South,Consumer,143.72,4.77,1
ORD-2025113,CUST-00181,2023-04-09,South,Consumer,236.86,86.35,1
ORD-2025114,CUST-00054,2025-02-22,West,Consumer,560.16,213.24,1
ORD-2025115,CUST-00003,2025-09-14,Central,Corporate,10644.6,2969.28,1
ORD-2025116,CUST-00267,2024-09-23,West,Corporate,6066.63,1552.41,1
ORD-2025117,CUST-00488,2024-12-30,Central,Consumer,12867.38,5661.23,2
ORD-2025118,CUST-00380,2025-02-13,West,Home Office,982.3100000000001,294.15,2
ORD-2025119,CUST-00251,2025-04-24,East,Consumer,10096.16,1723.96,1
ORD-2025120,CUST-00794,2025-10-26,South,Home Office,279.94,98.31,1
ORD-2025121,CUST-00758,2024-02-10,West,Consumer,1680.48,595.39,1
ORD-2025122,CUST-00104,2025-10-16,East,Consumer,13518.8,3693.2999999999997,2
ORD-2025123,CUST-00345,2024-10-28,South,Consumer,1334.77,90.7,2
ORD-2025124,CUST-00530,2024-07-22,South,Corporate,26.07,7.13,1
ORD-2025125,CUST-00599,2025-06-09,Central,Home Office,1406.0,333.74,3
ORD-2025126,CUST-00301,2025-04-07,West,Consumer,6399.77,1444.02,3
ORD-2025127,CUST-00609,2025-06-17,South,Corporate,6151.3,1376.66,1
ORD-2025128,CUST-00103,2023-12-12,South,Home Office,48.52,8.2,1
ORD-2025129,CUST-00272,2025-03-09,East,Corporate,24318.68,8394.64,2
ORD-2025130,CUST-00586,2025-04-18,South,Home Office,133.72,57.73,1
ORD-2025131,CUST-00509,2023-09-04,West,Consumer,12059.08,5320.52,1
ORD-2025132,CUST-00676,2025-06-20,Central,Consumer,1541.28,334.21,1
ORD-2025133,CUST-00044,2025-10-05,West,Consumer,10393.11,4366.28,1
ORD-2025134,CUST-00145,2024-08-15,South,Consumer,379.4,131.98,1
ORD-2025135,CUST-00044,2023-05-25,West,Consumer,17496.05,6727.46,2
ORD-2025136,CUST-00158,2024-08-31,Central,Consumer,800.33,-329.75,1
ORD-2025137,CUST-00003,2023-11-21,Central,Corporate,2520.72,416.64,1
ORD-2025138,CUST-00419,2025-01-28,West,Corporate,5465.79,1027.86,1
ORD-2025139,CUST-00436,2023-12-09,East,Corporate,147.8,62.02,1
ORD-2025140,CUST-00535,2025-05-28,Central,Corporate,2510.4,1117.03,1
ORD-2025141,CUST-00315,2024-12-29,East,Corporate,413.7,142.19,2
ORD-2025142,CUST-00002,2024-12-15,South,Home Office,717.9,118.88,1
ORD-2025143,CUST-00551,2025-10-06,South,Consumer,197.1,54.13,1
ORD-2025144,CUST-00047,2024-02-25,West,Home Office,78.57,5.29,1
ORD-2025145,CUST-00695,2025-06-16,East,Corporate,1233.02,100.69,1
ORD-2025146,CUST-00021,2025-08-13,Central,Corporate,340.99,6.17,1
ORD-2025147,CUST-00437,2025-09-16,Central,Corporate,5849.06,1355.68,1
ORD-2025148,CUST-00717,2024-05-19,Central,Consumer,986.8,320.1,2
ORD-2025149,CUST-00473,2025-08-29,West,Home Office,2160.97,688.34,1
ORD-2025150,CUST-00502,2024-12-25,Central,Consumer,1099.55,396.92999999999995,2
ORD-2025151,CUST-00556,2023-09-12,Central,Home Office,10265.3,3844.4,1
ORD-2025152,CUST-00102,2025-06-14,East,Home Office,7028.77,2349.1800000000003,3
ORD-2025153,CUST-00553,2024-07-27,South,Consumer,2306.5,534.23,1
ORD-2025154,CUST-00706,2025-05-14,Central,Corporate,2995.44,1114.44,1
ORD-2025155,CUST-00784,2024-11-20,East,Consumer,1497.72,513.97,1
ORD-2025156,CUST-00366,2025-08-24,Central,Consumer,7185.71,2185.3,1
ORD-2025157,CUST-00281,2024-11-03,West,Consumer,4455.06,-6.65,1
ORD-2025158,CUST-00614,2024-08-04,West,Home Office,2009.25,624.61,1
ORD-2025159,CUST-00448,2025-08-16,South,Corporate,6305.54,1648.4099999999999,2
ORD-2025160,CUST-00211,2025-08-22,West,Corporate,9820.5,2626.46,2
ORD-2025161,CUST-00144,2024-03-15,West,Home Office,12773.52,1656.13,1
ORD-2025162,CUST-00142,2023-08-07,East,Corporate,790.8,-318.75,1
ORD-2025163,CUST-00383,2023-12-07,South,Consumer,267.44,69.52,1
ORD-2025164,CUST-00142,2024-05-04,East,Corporate,16872.09,3855.1000000000004,2
ORD-2025165,CUST-00019,2025-04-12,South,Consumer,8555.55,1852.99,3
ORD-2025166,CUST-00045,2024-07-28,East,Consumer,260.7,66.38,1
ORD-2025167,CUST-00752,2025-09-29,East,Home Office,6283.59,2121.0,2
ORD-2025168,CUST-00061,2025-08-14,South,Corporate,552.39,146.57999999999998,2
ORD-2025169,CUST-00061,2025-06-11,South,Corporate,599.5999999999999,215.46,2
ORD-2025170,CUST-00377,2024-06-23,Central,Corporate,8285.0,749.6500000000001,2
ORD-2025171,CUST-00202,2025-02-24,South,Corporate,14.84,5.52,1
ORD-2025172,CUST-00772,2025-07-03,South,Corporate,6794.9,2117.12,1
ORD-2025173,CUST-00730,2025-09-10,Central,Home Office,8571.17,3565.0099999999998,2
ORD-2025174,CUST-00333,2025-01-22,West,Consumer,7489.02,2392.69,1
ORD-2025175,CUST-00373,2025-01-09,West,Corporate,82.12,30.49,1
ORD-2025176,CUST-00308,2024-12-03,Central,Corporate,16.96,7.03,1
ORD-2025177,CUST-00037,2023-12-12,South,Consumer,957.2,251.83,1
ORD-2025178,CUST-00238,2025-03-17,West,Corporate,5184.79,2082.9,2
ORD-2025179,CUST-00103,2024-08-13,South,Home Office,6577.68,1443.98,1
ORD-2025180,CUST-00081,2025-05-15,South,Consumer,2636.0,1002.77,1
ORD-2025181,CUST-00464,2025-06-14,West,Corporate,340.99,85.81,1
ORD-2025182,CUST-00077,2023-10-03,West,Consumer,6900.22,1583.34,1
ORD-2025183,CUST-00081,2024-12-02,South,Consumer,1204.8600000000001,380.35,3
ORD-2025184,CUST-00402,2024-07-11,South,Consumer,778.54,326.84,2
ORD-2025185,CUST-00365,2023-11-04,East,Home Office,10269.06,2949.46,2
ORD-2025186,CUST-00110,2024-03-22,Central,Consumer,639.92,128.14,1
ORD-2025187,CUST-00003,2024-08-19,Central,Corporate,4689.33,422.44,1
ORD-2025188,CUST-00159,2024-01-27,Central,Corporate,726.21,143.2,1
ORD-2025189,CUST-00195,2024-08-08,South,Consumer,8629.2,2891.27,2
ORD-2025190,CUST-00648,2025-08-25,Central,Corporate,277.29,85.46,1
ORD-2025191,CUST-00736,2024-11-05,Central,Consumer,9178.24,1717.74,3
ORD-2025192,CUST-00335,2024-12-28,West,Consumer,34.4,6.04,1
ORD-2025193,CUST-00334,2024-12-30,South,Consumer,1376.52,377.83000000000004,2
ORD-2025194,CUST-00581,2024-08-16,East,Home Office,120.09,43.17,1
ORD-2025195,CUST-00510,2025-04-02,East,Consumer,2222.79,1377.47,3
ORD-2025196,CUST-00151,2024-12-10,South,Consumer,601.63,13.160000000000004,2
ORD-2025197,CUST-00087,2024-11-12,East,Consumer,325.15999999999997,-19.39,2
ORD-2025198,CUST-00362,2024-11-23,South,Consumer,853.82,91.97,1
ORD-2025199,CUST-00467,2023-11-30,East,Home Office,3763.11,-411.85,2
ORD-2025200,CUST-00111,2024-10-10,West,Consumer,1044.88,283.71,1
ORD-2025201,CUST-00239,2024-12-15,West,Corporate,11902.97,3023.07,2
ORD-2025202,CUST-00255,2023-10-05,Central,Home Office,454.65,1.35,1
ORD-2025203,CUST-00213,2025-05-08,South,Home Office,522.44,223.6,1
ORD-2025204,CUST-00386,2023-12-03,East,Consumer,206.4,73.12,1
ORD-2025205,CUST-00533,2024-05-22,East,Consumer,768.46,162.28,1
ORD-2025206,CUST-00422,2025-11-06,Central,Corporate,3270.63,1465.19,1
ORD-2025207,CUST-00167,2025-08-03,West,Corporate,212.0,45.9,1
ORD-2025208,CUST-00081,2024-01-09,South,Consumer,1065.78,165.07,1
ORD-2025209,CUST-00662,2024-04-29,Central,Corporate,10312.640000000001,3171.24,2
ORD-2025210,CUST-00401,2023-05-01,South,Corporate,829.01,181.91,1
ORD-2025211,CUST-00054,2024-05-25,West,Consumer,3030.31,973.94,2
ORD-2025212,CUST-00211,2025-10-05,West,Corporate,138.0,58.77,1
ORD-2025213,CUST-00650,2023-03-14,South,Consumer,13325.04,2742.34,1
ORD-2025214,CUST-00612,2025-08-05,West,Corporate,935.6,258.02,1
ORD-2025215,CUST-00703,2025-02-26,East,Corporate,1484.73,505.68,1
ORD-2025216,CUST-00496,2024-12-18,West,Home Office,8993.81,2368.82,1
ORD-2025217,CUST-00352,2025-08-20,East,Consumer,486.0,204.37,2
ORD-2025218,CUST-00355,2025-01-14,South,Corporate,3712.55,748.43,1
ORD-2025219,CUST-00161,2024-12-15,South,Consumer,5478.39,-64.76,3
ORD-2025220,CUST-00531,2025-06-08,Central,Consumer,702.1,168.36,1
ORD-2025221,CUST-00485,2023-12-30,West,Consumer,2808.4,443.62,1
ORD-2025222,CUST-00133,2024-12-01,East,Consumer,7370.25,1349.34,2
ORD-2025223,CUST-00710,2025-07-29,West,Consumer,3074.7299999999996,1104.6100000000001,2
ORD-2025224,CUST-00301,2024-05-01,West,Consumer,4306.67,1864.01,2
ORD-2025225,CUST-00045,2023-10-30,East,Consumer,5680.2,679.9,1
ORD-2025226,CUST-00270,2025-05-02,Central,Consumer,100.6,39.48,1
ORD-2025227,CUST-00698,2025-05-15,Central,Corporate,13325.04,4553.81,1
ORD-2025228,CUST-00738,2025-11-14,West,Consumer,1129.68,-49.65,1
ORD-2025229,CUST-00410,2024-08-19,East,Home Office,19542.41,5773.5599999999995,3
ORD-2025230,CUST-00769,2025-04-15,East,Corporate,169.08,59.47,1
ORD-2025231,CUST-00702,2025-05-30,Central,Consumer,615.13,-295.02,1
ORD-2025232,CUST-00666,2024-04-25,Central,Home Office,820.37,180.4,1
ORD-2025233,CUST-00693,2024-09-19,South,Consumer,768.46,246.56,1
ORD-2025234,CUST-00311,2025-08-07,Central,Home Office,104.28,17.74,1
ORD-2025235,CUST-00618,2025-09-18,West,Corporate,1380.4099999999999,141.85,2
ORD-2025236,CUST-00480,2025-02-22,East,Corporate,6978.73,1503.41,1
ORD-2025237,CUST-00590,2025-05-29,South,Corporate,1485.02,240.92,1
ORD-2025238,CUST-00148,2024-07-30,East,Consumer,691.45,195.28,1
ORD-2025239,CUST-00599,2024-12-02,Central,Home Office,10660.03,1886.68,1
ORD-2025240,CUST-00770,2024-02-13,West,Consumer,2113.34,770.19,2
ORD-2025241,CUST-00252,2025-11-30,West,Home Office,227.09,14.76,1
ORD-2025242,CUST-00792,2024-09-26,West,Consumer,704.3299999999999,126.62,3
ORD-2025243,CUST-00310,2025-06-12,East,Consumer,14830.01,3931.19,2
ORD-2025244,CUST-00166,2025-06-15,South,Corporate,4614.2,803.24,2
ORD-2025245,CUST-00092,2023-12-21,South,Corporate,1723.77,680.84,2
ORD-2025246,CUST-00637,2025-08-19,East,Consumer,1088.9,268.59999999999997,2
ORD-2025247,CUST-00458,2025-03-18,Central,Home Office,1651.44,170.69,1
ORD-2025248,CUST-00255,2024-01-26,Central,Home Office,594.66,263.67,1
ORD-2025249,CUST-00502,2024-11-30,Central,Consumer,147.0,53.94,1
ORD-2025250,CUST-00272,2024-11-19,East,Corporate,355.26,125.64,1
ORD-2025251,CUST-00372,2025-01-29,Central,Corporate,5630.01,1524.49,2
ORD-2025252,CUST-00694,2024-02-17,South,Consumer,7713.44,2267.8500000000004,2
ORD-2025253,CUST-00547,2025-04-06,West,Corporate,2204.8599999999997,404.19,2
ORD-2025254,CUST-00620,2023-11-20,East,Consumer,1506.24,92.35,1
ORD-2025255,CUST-00485,2025-06-24,West,Consumer,723.33,110.56,1
ORD-2025256,CUST-00794,2025-10-28,South,Home Office,471.84,107.81,1
ORD-2025257,CUST-00200,2024-12-25,South,Corporate,12.07,-1.7,1
ORD-2025258,CUST-00215,2024-11-07,Central,Consumer,2139.48,542.8199999999999,2
ORD-2025259,CUST-00073,2024-05-18,West,Consumer,4445.0,1439.28,1
ORD-2025260,CUST-00457,2025-06-21,East,Corporate,2242.14,814.72,2
ORD-2025261,CUST-00503,2023-12-30,South,Consumer,68.8,23.66,1
ORD-2025262,CUST-00596,2024-11-16,South,Consumer,231.0,68.86,1
ORD-2025263,CUST-00274,2023-10-13,South,Corporate,1075.47,386.47,1
ORD-2025264,CUST-00007,2024-12-03,East,Consumer,4945.45,1493.31,2
ORD-2025265,CUST-00516,2025-05-10,East,Home Office,4914.7,1073.33,1
ORD-2025266,CUST-00800,2024-03-21,West,Corporate,2664.61,369.07,1
ORD-2025267,CUST-00240,2023-08-24,Central,Home Office,959.88,370.89,1
ORD-2025268,CUST-00151,2025-04-19,South,Consumer,2834.66,706.15,1
ORD-2025269,CUST-00230,2025-05-20,East,Corporate,308.1,134.24,1
ORD-2025270,CUST-00353,2024-03-04,West,Consumer,1190.89,185.85999999999999,2
ORD-2025271,CUST-00207,2024-10-20,South,Home Office,1756.08,343.7,1
ORD-2025272,CUST-00284,2024-01-09,West,Consumer,515.52,51.16,1
ORD-2025273,CUST-00524,2025-01-18,South,Consumer,395.46,90.05,1
ORD-2025274,CUST-00281,2024-10-02,West,Consumer,2350.98,740.49,1
ORD-2025275,CUST-00326,2023-08-20,East,Consumer,4496.110000000001,953.6899999999999,2
ORD-2025276,CUST-00037,2023-10-08,South,Consumer,157.13,43.59,1
ORD-2025277,CUST-00739,2025-02-08,Central,Consumer,668.21,161.41,2
ORD-2025278,CUST-00336,2023-04-07,South,Corporate,3548.2,1404.38,1
ORD-2025279,CUST-00270,2024-10-20,Central,Consumer,349.38,54.74,1
ORD-2025280,CUST-00068,2025-12-12,West,Home Office,4993.08,853.0799999999999,2
ORD-2025281,CUST-00519,2024-11-25,West,Consumer,2799.76,109.94,2
ORD-2025282,CUST-00694,2023-09-19,South,Consumer,2297.52,539.19,1
ORD-2025283,CUST-00039,2025-09-09,West,Corporate,1476.36,261.57,1
ORD-2025284,CUST-00118,2023-09-25,East,Corporate,2669.44,980.67,1
ORD-2025285,CUST-00121,2025-02-22,West,Home Office,2973.3,1246.94,1
ORD-2025286,CUST-00496,2025-05-08,West,Home Office,7830.9,2116.48,2
ORD-2025287,CUST-00742,2025-07-04,South,Corporate,948.69,217.65,1
ORD-2025288,CUST-00362,2025-05-23,South,Consumer,6.78,-0.32,1
ORD-2025289,CUST-00280,2025-06-06,East,Consumer,842.73,248.88000000000002,2
ORD-2025290,CUST-00622,2025-01-27,West,Corporate,1977.0,304.53,1
ORD-2025291,CUST-00605,2024-05-24,South,Corporate,14323.64,2662.92,2
ORD-2025292,CUST-00203,2025-03-06,West,Home Office,483.0,86.02,1
ORD-2025293,CUST-00135,2024-10-11,South,Consumer,1400.4,427.49,1
ORD-2025294,CUST-00292,2025-05-02,West,Home Office,1415.52,253.3,1
ORD-2025295,CUST-00626,2025-02-10,East,Consumer,5346.07,1020.93,1
ORD-2025296,CUST-00570,2024-11-12,Central,Consumer,2510.4,1068.56,1
ORD-2025297,CUST-00545,2025-07-11,South,Consumer,564.83,225.26,1
ORD-2025298,CUST-00668,2025-11-10,South,Corporate,6124.490000000001,1078.01,2
ORD-2025299,CUST-00225,2025-07-06,Central,Home Office,1205.55,526.02,1
ORD-2025300,CUST-00277,2024-06-23,West,Home Office,3033.32,1008.36,1
ORD-2025301,CUST-00040,2025-09-19,Central,Corporate,113.94,42.23,1
ORD-2025302,CUST-00697,2024-03-13,Central,Consumer,511.94,69.29,1
ORD-2025303,CUST-00483,2025-06-10,West,Home Office,274.35,33.54,1
ORD-2025304,CUST-00246,2025-03-20,East,Home Office,3705.12,710.84,2
ORD-2025305,CUST-00057,2025-05-11,Central,Home Office,11030.96,2639.77,1
ORD-2025306,CUST-00592,2023-10-08,South,Corporate,1328.72,303.97,1
ORD-2025307,CUST-00611,2024-12-23,South,Corporate,5885.2,1118.23,2
ORD-2025308,CUST-00545,2024-05-02,South,Consumer,501.3,63.76,1
ORD-2025309,CUST-00170,2024-10-24,East,Consumer,240.9,91.71,1
ORD-2025310,CUST-00732,2024-09-01,West,Consumer,10660.740000000002,1300.83,2
ORD-2025311,CUST-00614,2024-03-28,West,Home Office,13.14,-3.68,1
ORD-2025312,CUST-00535,2023-09-24,Central,Corporate,122.15,27.21,1
ORD-2025313,CUST-00531,2025-03-28,Central,Consumer,10070.96,2981.79,3
ORD-2025314,CUST-00723,2024-12-11,South,Corporate,7769.790000000001,2744.0299999999997,3
ORD-2025315,CUST-00749,2024-05-20,West,Consumer,1723.14,563.14,1
ORD-2025316,CUST-00491,2024-03-23,South,Consumer,9.7,0.48,1
ORD-2025317,CUST-00346,2025-06-15,West,Consumer,3145.21,249.31,1
ORD-2025318,CUST-00300,2024-11-21,East,Consumer,473.72,172.13,1
ORD-2025319,CUST-00661,2024-07-10,East,Home Office,15225.32,3675.47,2
ORD-2025320,CUST-00528,2024-12-04,East,Home Office,6734.4,2043.74,1
ORD-2025321,CUST-00064,2025-02-15,South,Consumer,3601.5,514.96,1
ORD-2025322,CUST-00116,2024-08-07,Central,Consumer,663.15,67.62,1
ORD-2025323,CUST-00720,2025-03-22,Central,Home Office,4837.36,1102.4399999999998,2
ORD-2025324,CUST-00710,2025-04-24,West,Consumer,5075.44,1448.34,1
ORD-2025325,CUST-00766,2024-06-06,South,Home Office,349.38,60.83,1
ORD-2025326,CUST-00356,2023-05-07,South,Consumer,287.19,49.63,1
ORD-2025327,CUST-00636,2024-10-23,Central,Corporate,2681.94,390.62,2
ORD-2025328,CUST-00667,2025-04-19,Central,Consumer,133.43,35.33,1
ORD-2025329,CUST-00260,2025-02-28,Central,Consumer,270.54,119.93,1
ORD-2025330,CUST-00118,2025-01-14,East,Corporate,41.06,14.35,1
ORD-2025331,CUST-00798,2025-09-22,West,Corporate,395.95,36.56,2
ORD-2025332,CUST-00029,2025-07-17,Central,Consumer,1469.0500000000002,-159.13,2
