EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,Education,EducationField,DistanceFromHome,BusinessTravel,MonthlyIncome,PercentSalaryHike,StockOptionLevel,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,PerformanceRating,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,Attrition,AttritionFlag,AgeGroup,TenureBand,IncomeBand,SatisfactionIndex
10557,49,Female,Divorced,Human Resources,HR Business Partner,1,3,Life Sciences,4,Travel_Rarely,7599,16,1,Yes,25,4,2,0,2,8,1,4,3,4,4,4,3,No,0,46-55,4-6 yrs,5K-8K,3.75
11159,36,Male,Divorced,Research & Development,Research Scientist,3,3,Marketing,6,Non-Travel,10177,11,1,No,24,17,16,12,17,5,3,3,2,1,2,2,2,Yes,1,36-45,10+ yrs,8K-12K,1.75
11343,34,Male,Single,Research & Development,Research Scientist,2,5,Medical,1,Travel_Frequently,7949,16,0,Yes,13,7,7,5,5,9,1,3,3,4,1,4,4,No,0,26-35,7-10 yrs,5K-8K,3.25
10702,44,Female,Single,Research & Development,Research Director,5,4,Medical,4,Travel_Frequently,14551,13,0,No,21,7,5,4,4,5,3,3,3,1,2,3,4,No,0,36-45,7-10 yrs,12K+,2.5
11393,18,Male,Divorced,Research & Development,Research Director,2,4,Medical,29,Travel_Rarely,8378,14,1,No,0,0,0,0,0,2,5,3,2,2,2,4,4,No,0,18-25,0-1 yrs,8K-12K,3.0
10322,31,Female,Single,Human Resources,Manager,4,3,Life Sciences,1,Travel_Rarely,11969,11,2,No,10,7,5,2,5,2,4,4,4,4,3,2,3,No,0,26-35,7-10 yrs,8K-12K,3.0
10580,24,Male,Divorced,Research & Development,Healthcare Representative,1,4,Life Sciences,3,Travel_Rarely,4654,14,1,No,5,5,2,1,4,2,4,3,4,1,4,3,3,No,0,18-25,4-6 yrs,3K-5K,2.75
10147,40,Female,Married,Sales,Manager,2,4,Medical,1,Travel_Rarely,6957,16,0,Yes,16,5,4,1,4,0,4,3,4,2,3,3,2,No,0,36-45,4-6 yrs,5K-8K,2.5
10407,32,Female,Married,Sales,Sales Executive,2,5,Other,8,Travel_Rarely,7968,11,0,No,14,4,3,3,1,6,3,3,2,1,1,3,3,No,0,26-35,4-6 yrs,5K-8K,2.0
10831,38,Male,Married,Sales,Manager,5,2,Other,1,Travel_Frequently,15908,11,1,Yes,18,0,0,0,0,8,5,3,3,2,4,3,4,No,0,36-45,0-1 yrs,12K+,3.25
11268,42,Male,Divorced,Sales,Sales Executive,2,2,Medical,7,Travel_Rarely,9519,12,2,Yes,21,0,0,0,0,3,2,3,3,4,2,3,2,No,0,36-45,0-1 yrs,8K-12K,2.75
11084,46,Female,Single,Research & Development,Research Scientist,3,3,Life Sciences,16,Travel_Rarely,11300,16,0,No,28,25,25,13,23,1,6,4,1,2,4,3,2,No,0,46-55,10+ yrs,8K-12K,2.75
10953,30,Female,Single,Research & Development,Research Director,3,3,Medical,6,Travel_Rarely,9017,18,1,Yes,9,5,2,1,5,4,3,3,4,3,1,3,1,No,0,26-35,4-6 yrs,8K-12K,2.0
10057,47,Male,Single,Sales,Manager,1,3,Medical,1,Travel_Rarely,5991,13,0,Yes,24,22,19,15,21,8,3,3,3,4,4,4,2,No,0,46-55,10+ yrs,5K-8K,3.5
10143,51,Male,Divorced,Sales,Sales Executive,2,3,Medical,2,Travel_Rarely,10644,11,1,No,32,11,9,9,10,1,1,3,3,2,1,2,1,No,0,46-55,10+ yrs,8K-12K,1.5
10817,34,Female,Married,Human Resources,HR Business Partner,4,3,Human Resources,5,Non-Travel,12970,23,1,No,13,13,13,6,11,1,6,3,2,3,2,3,1,No,0,26-35,10+ yrs,12K+,2.25
11401,46,Male,Married,Sales,Sales Representative,2,2,Life Sciences,13,Travel_Rarely,8378,20,0,No,22,1,0,1,0,2,1,3,3,4,4,3,4,No,0,46-55,0-1 yrs,8K-12K,3.75
10684,39,Female,Married,Human Resources,Manager,2,5,Human Resources,3,Travel_Rarely,10174,16,0,No,17,9,6,1,7,5,3,3,2,1,1,3,3,No,0,36-45,7-10 yrs,8K-12K,2.0
10895,45,Female,Divorced,Research & Development,Laboratory Technician,3,3,Marketing,3,Travel_Rarely,11252,11,1,No,24,13,13,5,11,7,3,3,1,4,3,2,3,No,0,36-45,10+ yrs,8K-12K,3.0
11481,38,Male,Divorced,Research & Development,Healthcare Representative,2,4,Human Resources,6,Travel_Frequently,9125,18,1,No,20,14,14,9,13,5,6,4,3,2,3,3,4,No,0,36-45,10+ yrs,8K-12K,3.0
11374,35,Female,Married,Sales,Sales Executive,5,1,Human Resources,1,Non-Travel,15557,24,2,No,15,11,10,6,11,4,1,3,3,2,2,1,2,Yes,1,26-35,10+ yrs,12K+,1.75
11297,40,Male,Married,Research & Development,Research Scientist,1,3,Technical Degree,2,Travel_Rarely,7007,16,1,No,21,16,14,13,14,0,2,3,2,1,1,4,3,No,0,36-45,10+ yrs,5K-8K,2.25
10326,34,Male,Married,Research & Development,Manufacturing Director,1,5,Life Sciences,7,Travel_Rarely,6208,11,1,No,13,0,0,0,0,9,2,3,1,2,4,3,4,No,0,26-35,0-1 yrs,5K-8K,3.25
10199,42,Male,Divorced,Research & Development,Research Director,1,2,Medical,24,Travel_Rarely,7439,21,2,No,24,24,22,7,24,2,4,3,3,4,2,4,2,No,0,36-45,10+ yrs,5K-8K,3.0
11318,39,Female,Divorced,Sales,Sales Executive,4,4,Medical,3,Travel_Rarely,12514,19,1,No,17,15,15,3,13,3,1,3,2,3,3,3,3,Yes,1,36-45,10+ yrs,12K+,3.0
11626,25,Female,Single,Research & Development,Manufacturing Director,1,1,Technical Degree,1,Travel_Rarely,5994,15,1,No,6,3,0,2,1,1,4,4,3,4,3,3,3,Yes,1,18-25,2-3 yrs,5K-8K,3.25
10160,37,Female,Married,Sales,Manager,1,4,Technical Degree,4,Travel_Rarely,4849,16,0,No,19,17,14,8,17,0,0,3,1,3,3,3,3,No,0,36-45,10+ yrs,3K-5K,3.0
10228,23,Male,Married,Research & Development,Manager,3,2,Medical,5,Travel_Rarely,9808,18,0,No,4,1,0,2,0,8,2,3,1,4,4,3,2,No,0,18-25,0-1 yrs,8K-12K,3.25
11135,36,Male,Married,Research & Development,Laboratory Technician,5,4,Life Sciences,5,Travel_Rarely,13909,18,3,No,15,2,0,2,0,5,4,3,2,2,3,3,3,No,0,36-45,2-3 yrs,12K+,2.75
11630,35,Male,Divorced,Sales,Manager,1,4,Life Sciences,4,Travel_Rarely,7376,12,1,No,17,4,2,3,2,1,6,3,1,4,3,3,4,No,0,26-35,4-6 yrs,5K-8K,3.5
11042,41,Female,Married,Human Resources,HR Business Partner,3,2,Technical Degree,7,Travel_Rarely,10133,12,2,No,19,5,3,3,3,9,5,3,2,2,2,3,4,No,0,36-45,4-6 yrs,8K-12K,2.75
11082,26,Male,Divorced,Research & Development,Manager,5,3,Technical Degree,7,Travel_Rarely,13780,11,1,No,4,2,1,1,0,2,6,3,3,3,3,3,4,No,0,26-35,2-3 yrs,12K+,3.25
11568,37,Female,Married,Research & Development,Manufacturing Director,5,2,Human Resources,1,Travel_Rarely,14151,19,0,No,17,7,7,5,7,1,1,3,2,4,1,2,3,No,0,36-45,7-10 yrs,12K+,2.5
11214,24,Female,Married,Research & Development,Research Scientist,2,3,Life Sciences,8,Travel_Rarely,7323,11,3,Yes,6,4,2,2,1,6,5,3,1,3,2,3,1,Yes,1,18-25,4-6 yrs,5K-8K,2.25
11555,42,Female,Divorced,Research & Development,Manufacturing Director,3,5,Medical,18,Travel_Rarely,11335,18,0,Yes,20,10,9,4,7,3,1,3,3,1,3,2,4,No,0,36-45,7-10 yrs,8K-12K,2.5
10332,28,Female,Married,Research & Development,Healthcare Representative,2,4,Life Sciences,8,Travel_Rarely,7424,18,1,Yes,6,6,3,3,4,9,5,3,2,3,3,3,2,No,0,26-35,4-6 yrs,5K-8K,2.75
10290,58,Male,Married,Research & Development,Healthcare Representative,1,3,Marketing,4,Travel_Rarely,8378,15,1,No,35,4,2,4,4,4,2,4,3,3,3,3,4,No,0,56-65,4-6 yrs,8K-12K,3.25
11612,40,Male,Single,Human Resources,Human Resources,2,4,Life Sciences,12,Travel_Rarely,7924,12,0,No,18,3,2,3,0,7,1,3,2,3,2,2,2,No,0,36-45,2-3 yrs,5K-8K,2.25
10738,44,Male,Single,Research & Development,Healthcare Representative,1,3,Life Sciences,5,Travel_Rarely,6510,20,1,Yes,26,8,5,1,5,2,4,3,2,3,1,2,3,Yes,1,36-45,7-10 yrs,5K-8K,2.25
10492,21,Male,Single,Sales,Sales Representative,3,2,Medical,7,Travel_Rarely,9212,18,2,No,3,3,0,2,3,3,2,3,2,2,3,2,4,Yes,1,18-25,2-3 yrs,8K-12K,2.75
10530,35,Male,Divorced,Research & Development,Manager,5,3,Life Sciences,1,Travel_Frequently,13831,12,0,No,11,11,9,0,9,9,0,3,3,3,2,3,1,No,0,26-35,10+ yrs,12K+,2.25
11093,36,Female,Divorced,Research & Development,Healthcare Representative,3,4,Technical Degree,14,Travel_Rarely,9756,11,0,No,16,2,0,0,0,3,3,4,2,3,4,3,3,No,0,36-45,2-3 yrs,8K-12K,3.25
10800,36,Male,Divorced,Human Resources,Manager,5,5,Marketing,2,Travel_Frequently,14885,11,0,Yes,23,20,20,13,19,2,6,3,3,3,3,3,1,No,0,36-45,10+ yrs,12K+,2.5
10088,32,Female,Single,Human Resources,HR Business Partner,5,3,Life Sciences,4,Non-Travel,14075,22,0,No,13,0,0,0,0,1,5,3,2,1,4,2,3,No,0,26-35,0-1 yrs,12K+,2.5
10402,28,Male,Divorced,Sales,Sales Representative,2,2,Medical,1,Travel_Rarely,7016,15,1,No,9,6,5,5,5,4,5,3,2,4,3,2,3,No,0,26-35,4-6 yrs,5K-8K,3.0
11537,36,Male,Divorced,Research & Development,Manufacturing Director,2,3,Medical,1,Travel_Rarely,7023,13,0,No,15,6,4,3,3,2,1,3,2,4,3,3,3,No,0,36-45,4-6 yrs,5K-8K,3.25
10676,54,Male,Divorced,Research & Development,Research Scientist,5,1,Medical,3,Travel_Rarely,17186,13,2,No,31,3,1,2,0,9,5,3,1,3,2,3,3,No,0,46-55,2-3 yrs,12K+,2.75
10155,41,Male,Married,Sales,Manager,3,3,Life Sciences,4,Travel_Rarely,9096,21,1,Yes,17,6,4,5,3,2,4,4,3,3,3,2,4,No,0,36-45,4-6 yrs,8K-12K,3.0
10632,40,Female,Single,Research & Development,Research Scientist,2,3,Technical Degree,6,Travel_Frequently,9166,11,0,No,22,13,12,4,10,5,0,3,1,1,2,3,2,No,0,36-45,10+ yrs,8K-12K,2.0
11222,34,Female,Single,Human Resources,Manager,3,4,Life Sciences,2,Travel_Rarely,10219,13,1,No,14,9,8,3,7,5,1,3,3,2,1,3,3,No,0,26-35,7-10 yrs,8K-12K,2.25
11060,39,Male,Divorced,Sales,Manager,2,4,Marketing,9,Travel_Rarely,8521,11,1,No,20,12,12,12,9,4,3,3,3,1,4,2,3,Yes,1,36-45,10+ yrs,8K-12K,2.5
10791,41,Male,Married,Research & Development,Manager,5,3,Life Sciences,1,Travel_Rarely,14513,12,0,Yes,22,9,8,2,9,0,4,3,3,2,1,2,2,Yes,1,36-45,7-10 yrs,12K+,1.75
10422,48,Female,Married,Human Resources,HR Business Partner,3,1,Human Resources,25,Travel_Rarely,10298,11,0,Yes,27,26,23,6,24,3,6,3,3,4,3,3,2,Yes,1,46-55,10+ yrs,8K-12K,3.0
11170,30,Male,Single,Research & Development,Manager,3,1,Marketing,9,Travel_Frequently,9932,16,0,No,11,4,4,1,3,0,0,3,2,2,4,3,3,No,0,26-35,4-6 yrs,8K-12K,3.0
11549,48,Male,Single,Research & Development,Manager,2,4,Medical,1,Travel_Rarely,9385,15,1,No,26,20,17,2,18,6,3,3,3,4,2,1,3,Yes,1,46-55,10+ yrs,8K-12K,2.5
11558,29,Male,Single,Sales,Sales Representative,2,3,Technical Degree,16,Non-Travel,8201,17,0,No,11,10,7,8,8,1,4,3,3,1,4,2,1,No,0,26-35,7-10 yrs,8K-12K,2.0
11072,21,Female,Single,Sales,Sales Executive,2,3,Other,9,Travel_Rarely,7269,17,1,Yes,1,1,1,1,0,3,2,3,3,4,1,3,4,Yes,1,18-25,0-1 yrs,5K-8K,3.0
11414,34,Male,Married,Research & Development,Research Scientist,5,2,Life Sciences,1,Travel_Frequently,15429,11,1,No,11,10,9,7,10,6,4,3,2,3,3,3,4,No,0,26-35,7-10 yrs,12K+,3.25
10853,36,Male,Married,Sales,Manager,2,4,Life Sciences,3,Travel_Frequently,7466,21,0,No,12,4,1,0,4,3,0,3,3,3,1,2,3,No,0,36-45,4-6 yrs,5K-8K,2.25
10121,46,Male,Married,Sales,Sales Representative,5,5,Life Sciences,1,Travel_Rarely,15602,11,0,No,25,25,22,14,23,0,3,3,3,3,4,3,3,No,0,46-55,10+ yrs,12K+,3.25
10822,53,Female,Married,Human Resources,Human Resources,1,2,Life Sciences,11,Travel_Rarely,8792,14,1,Yes,33,21,18,2,18,5,4,3,3,2,2,3,3,No,0,46-55,10+ yrs,8K-12K,2.5
10576,25,Female,Single,Research & Development,Laboratory Technician,1,4,Medical,29,Travel_Rarely,4379,13,1,No,5,3,3,0,2,9,4,3,2,1,4,2,3,No,0,18-25,2-3 yrs,3K-5K,2.5
10084,38,Male,Divorced,Human Resources,Manager,1,5,Human Resources,12,Travel_Rarely,5975,11,1,Yes,20,17,17,9,14,6,3,3,3,3,3,3,2,No,0,36-45,10+ yrs,5K-8K,2.75
11163,43,Male,Single,Research & Development,Research Scientist,1,3,Medical,4,Travel_Rarely,6061,21,3,Yes,23,13,11,0,12,8,1,4,3,2,4,3,4,No,0,36-45,10+ yrs,5K-8K,3.25
11353,47,Male,Single,Research & Development,Research Director,2,3,Life Sciences,1,Travel_Rarely,8753,11,1,No,28,7,4,7,7,2,2,3,3,3,4,3,3,No,0,46-55,7-10 yrs,8K-12K,3.25
10187,47,Male,Single,Sales,Sales Executive,1,2,Medical,7,Travel_Rarely,6427,20,0,Yes,26,19,16,3,19,9,3,3,4,2,1,3,3,No,0,46-55,10+ yrs,5K-8K,2.25
10978,31,Female,Married,Research & Development,Research Director,2,3,Life Sciences,1,Travel_Rarely,8143,15,1,Yes,10,9,7,4,9,2,6,3,1,4,3,3,3,No,0,26-35,7-10 yrs,8K-12K,3.25
11434,27,Female,Divorced,Research & Development,Healthcare Representative,2,4,Medical,1,Travel_Frequently,7408,20,1,No,8,3,3,2,3,1,4,3,3,2,4,3,2,No,0,26-35,2-3 yrs,5K-8K,2.75
10675,41,Male,Single,Research & Development,Research Director,5,5,Life Sciences,1,Non-Travel,15637,22,2,No,23,11,8,8,10,9,1,4,3,1,4,4,2,No,0,36-45,10+ yrs,12K+,2.75
10315,41,Female,Single,Research & Development,Laboratory Technician,2,5,Life Sciences,3,Travel_Rarely,8901,11,0,Yes,21,17,17,7,17,4,1,3,3,4,2,3,4,No,0,36-45,10+ yrs,8K-12K,3.25
11217,32,Female,Single,Research & Development,Manufacturing Director,3,4,Medical,1,Travel_Rarely,10298,13,1,No,11,1,0,1,0,2,1,3,3,4,2,3,3,No,0,26-35,0-1 yrs,8K-12K,3.0
11642,41,Male,Married,Sales,Sales Representative,2,4,Life Sciences,2,Non-Travel,8095,11,1,Yes,17,4,4,1,3,4,2,3,3,4,4,1,1,No,0,36-45,4-6 yrs,8K-12K,2.5
11647,26,Female,Single,Sales,Manager,1,4,Marketing,1,Travel_Rarely,4663,15,0,Yes,3,0,0,0,0,2,1,3,3,4,1,3,1,Yes,1,26-35,0-1 yrs,3K-5K,2.25
10134,49,Male,Married,Sales,Manager,3,2,Life Sciences,1,Travel_Frequently,13309,15,0,No,26,25,25,6,25,9,3,3,1,4,2,3,1,Yes,1,46-55,10+ yrs,12K+,2.5
10427,42,Female,Married,Research & Development,Laboratory Technician,1,3,Marketing,1,Travel_Rarely,7201,17,0,No,22,21,18,1,18,6,3,3,2,4,3,2,4,No,0,36-45,10+ yrs,5K-8K,3.25
11530,39,Male,Divorced,Research & Development,Laboratory Technician,3,4,Medical,2,Travel_Rarely,9424,14,0,No,15,11,9,3,9,2,4,4,3,4,1,1,2,No,0,36-45,10+ yrs,8K-12K,2.0
10780,45,Male,Single,Sales,Sales Executive,2,5,Medical,1,Travel_Rarely,9281,16,1,No,27,9,6,6,8,3,2,3,2,1,4,3,4,No,0,36-45,7-10 yrs,8K-12K,3.0
11423,42,Male,Married,Research & Development,Manager,2,3,Technical Degree,2,Travel_Rarely,7295,12,0,No,22,20,19,6,19,3,3,3,3,1,1,2,3,Yes,1,36-45,10+ yrs,5K-8K,1.75
10082,27,Male,Divorced,Research & Development,Laboratory Technician,1,2,Technical Degree,1,Travel_Frequently,5802,11,1,No,5,5,4,3,3,1,6,4,3,2,3,3,2,No,0,26-35,4-6 yrs,5K-8K,2.5
10834,37,Female,Married,Sales,Sales Representative,5,2,Life Sciences,1,Non-Travel,13587,17,1,Yes,13,4,2,1,1,5,6,3,3,4,4,3,1,No,0,36-45,4-6 yrs,12K+,3.0
10635,41,Female,Married,Research & Development,Healthcare Representative,3,2,Medical,1,Travel_Frequently,9868,23,0,No,21,6,6,0,5,8,4,3,1,2,4,2,4,No,0,36-45,4-6 yrs,8K-12K,3.0
11650,36,Female,Married,Research & Development,Manager,1,4,Technical Degree,5,Non-Travel,3851,24,1,Yes,17,8,6,8,7,7,4,3,2,3,2,3,4,Yes,1,36-45,7-10 yrs,3K-5K,3.0
11472,35,Female,Single,Research & Development,Manufacturing Director,2,3,Life Sciences,3,Travel_Rarely,9486,14,0,No,16,4,2,0,3,2,2,4,2,4,2,3,3,No,0,26-35,4-6 yrs,8K-12K,3.0
10423,47,Male,Married,Human Resources,Human Resources,4,3,Medical,2,Travel_Rarely,14173,16,0,No,26,5,3,3,3,5,5,3,3,3,1,3,3,No,0,46-55,4-6 yrs,12K+,2.5
11232,39,Female,Divorced,Sales,Sales Executive,1,4,Marketing,18,Travel_Rarely,6479,13,0,Yes,15,2,0,1,2,1,4,3,3,1,1,3,4,No,0,36-45,2-3 yrs,5K-8K,2.25
10871,26,Male,Divorced,Research & Development,Research Director,3,2,Marketing,11,Travel_Frequently,9178,22,0,Yes,5,5,5,4,4,5,3,3,2,4,1,3,4,No,0,26-35,4-6 yrs,8K-12K,3.0
11229,36,Female,Divorced,Research & Development,Research Director,2,3,Medical,4,Travel_Frequently,8673,11,2,No,18,18,17,6,17,0,4,3,1,3,3,3,4,No,0,36-45,10+ yrs,8K-12K,3.25
11206,26,Male,Married,Sales,Sales Representative,1,3,Life Sciences,10,Travel_Rarely,5253,17,1,Yes,4,0,0,2,0,8,0,4,4,4,3,3,4,No,0,26-35,0-1 yrs,5K-8K,3.5
10977,43,Male,Married,Sales,Sales Representative,2,3,Marketing,2,Travel_Rarely,8272,11,2,No,20,12,12,10,9,8,0,3,3,1,2,4,3,No,0,36-45,10+ yrs,8K-12K,2.5
10336,35,Female,Married,Sales,Manager,5,3,Life Sciences,3,Travel_Rarely,14828,18,0,No,17,9,6,1,8,4,0,3,2,2,4,3,3,Yes,1,26-35,7-10 yrs,12K+,3.0
11334,31,Female,Divorced,Research & Development,Research Scientist,5,5,Life Sciences,14,Travel_Rarely,13010,12,2,No,11,6,4,1,5,7,2,3,1,3,3,3,3,No,0,26-35,4-6 yrs,12K+,3.0
10444,32,Female,Single,Research & Development,Manufacturing Director,2,3,Medical,1,Travel_Rarely,7541,16,0,No,12,4,2,4,1,4,4,3,3,2,3,3,1,No,0,26-35,4-6 yrs,5K-8K,2.25
10539,24,Female,Married,Research & Development,Research Director,2,3,Medical,4,Non-Travel,6097,15,1,Yes,2,2,0,0,0,3,0,3,3,2,3,2,4,Yes,1,18-25,2-3 yrs,5K-8K,2.75
10376,27,Female,Divorced,Research & Development,Manager,4,3,Other,6,Travel_Rarely,10848,11,0,No,6,5,5,4,3,8,0,4,4,4,4,2,4,No,0,26-35,4-6 yrs,8K-12K,3.5
11396,42,Male,Married,Research & Development,Research Director,2,4,Medical,2,Travel_Rarely,7958,15,0,No,19,10,7,3,7,9,0,3,1,4,3,3,3,No,0,36-45,7-10 yrs,5K-8K,3.25
10362,40,Male,Divorced,Sales,Manager,1,3,Technical Degree,15,Travel_Rarely,6037,21,0,No,20,16,16,11,15,2,3,3,2,4,3,1,1,No,0,36-45,10+ yrs,5K-8K,2.25
11578,28,Female,Divorced,Sales,Sales Representative,1,4,Technical Degree,3,Travel_Frequently,4913,20,1,No,7,6,4,4,3,5,4,3,3,2,2,3,4,Yes,1,26-35,4-6 yrs,3K-5K,2.75
10665,23,Female,Married,Sales,Manager,1,3,Life Sciences,7,Travel_Frequently,5996,15,0,Yes,0,0,0,0,0,7,5,4,3,2,4,1,3,No,0,18-25,0-1 yrs,5K-8K,2.5
11124,27,Female,Divorced,Human Resources,Human Resources,3,4,Technical Degree,11,Travel_Rarely,8378,14,1,No,8,4,2,3,3,7,4,3,3,4,4,3,3,No,0,26-35,4-6 yrs,8K-12K,3.5
11098,42,Female,Single,Sales,Sales Representative,4,4,Life Sciences,15,Travel_Rarely,15892,11,2,No,19,0,0,0,0,2,4,3,4,4,2,4,2,No,0,36-45,0-1 yrs,12K+,3.0
10730,47,Female,Single,Research & Development,Manager,1,2,Technical Degree,4,Non-Travel,8055,21,0,Yes,25,21,19,13,18,1,5,4,1,3,2,4,3,No,0,46-55,10+ yrs,8K-12K,3.0
11386,35,Female,Married,Human Resources,Human Resources,1,3,Life Sciences,2,Travel_Rarely,6068,12,0,No,11,8,5,0,7,5,1,3,4,2,4,1,3,Yes,1,26-35,7-10 yrs,5K-8K,2.5
11379,38,Male,Single,Human Resources,Manager,2,4,Life Sciences,5,Travel_Frequently,8378,17,1,No,17,0,0,0,0,3,4,4,2,2,3,4,2,No,0,36-45,0-1 yrs,8K-12K,2.75
11571,38,Female,Married,Research & Development,Research Scientist,5,3,Medical,20,Travel_Frequently,15185,11,0,Yes,16,3,1,0,3,8,6,3,2,2,1,3,4,No,0,36-45,2-3 yrs,12K+,2.5
11058,40,Female,Divorced,Sales,Sales Executive,5,4,Medical,1,Travel_Rarely,15076,13,0,No,18,7,7,1,4,6,3,3,3,2,3,2,3,No,0,36-45,7-10 yrs,12K+,2.5
10532,50,Male,Divorced,Sales,Manager,4,4,Medical,17,Non-Travel,12204,17,1,No,28,27,25,13,27,7,5,3,4,2,1,2,3,No,0,46-55,10+ yrs,12K+,2.0
11263,60,Female,Single,Research & Development,Manufacturing Director,1,3,Technical Degree,13,Travel_Rarely,8042,12,2,No,39,3,2,3,1,4,5,4,3,3,4,3,4,No,0,56-65,2-3 yrs,8K-12K,3.5
10410,23,Female,Married,Research & Development,Healthcare Representative,1,5,Marketing,3,Travel_Frequently,4126,17,1,Yes,4,2,2,0,0,0,0,4,3,4,4,2,2,No,0,18-25,2-3 yrs,3K-5K,3.0
10013,60,Male,Single,Sales,Sales Executive,2,3,Medical,2,Travel_Rarely,10406,18,2,Yes,40,36,36,1,33,1,0,4,4,3,3,3,4,No,0,56-65,10+ yrs,8K-12K,3.25
10843,42,Male,Married,Research & Development,Laboratory Technician,3,2,Medical,5,Travel_Frequently,10640,19,1,Yes,20,15,15,14,13,6,1,3,4,3,1,3,2,No,0,36-45,10+ yrs,8K-12K,2.25
10405,35,Male,Single,Human Resources,Human Resources,5,2,Life Sciences,1,Travel_Frequently,14984,18,1,Yes,13,5,5,2,3,7,4,3,3,1,4,2,3,Yes,1,26-35,4-6 yrs,12K+,2.5
10794,36,Male,Divorced,Human Resources,HR Business Partner,4,4,Technical Degree,4,Travel_Rarely,12032,12,0,No,17,10,8,7,7,2,0,3,3,3,2,3,2,No,0,36-45,7-10 yrs,12K+,2.5
10074,40,Female,Married,Research & Development,Manufacturing Director,2,1,Life Sciences,3,Travel_Frequently,8378,18,0,No,17,8,8,4,7,8,6,3,3,2,4,3,4,No,0,36-45,7-10 yrs,8K-12K,3.25
10196,39,Female,Married,Research & Development,Research Scientist,4,5,Marketing,15,Non-Travel,11504,16,1,No,16,1,0,0,0,8,1,3,4,3,1,3,2,No,0,36-45,0-1 yrs,8K-12K,2.25
10400,46,Female,Married,Human Resources,Manager,2,5,Life Sciences,2,Travel_Rarely,7739,12,1,No,26,11,8,5,10,9,0,3,1,3,4,3,2,No,0,46-55,10+ yrs,5K-8K,3.0
11542,36,Male,Married,Sales,Manager,3,2,Medical,2,Travel_Rarely,10217,16,2,No,13,11,10,7,10,9,1,3,3,3,2,4,4,No,0,36-45,10+ yrs,8K-12K,3.25
11545,36,Male,Married,Sales,Sales Executive,3,3,Medical,6,Travel_Rarely,10616,11,1,Yes,16,0,0,0,0,8,6,3,3,2,3,2,3,No,0,36-45,0-1 yrs,8K-12K,2.5
10306,37,Male,Married,Research & Development,Manufacturing Director,1,3,Technical Degree,11,Travel_Rarely,5869,17,0,No,17,2,0,2,0,9,4,3,1,3,2,3,1,No,0,36-45,2-3 yrs,5K-8K,2.25
10629,41,Female,Married,Sales,Manager,1,3,Medical,4,Travel_Rarely,6371,15,0,No,19,4,1,4,1,0,6,3,3,2,4,2,4,No,0,36-45,4-6 yrs,5K-8K,3.0
11377,25,Female,Single,Research & Development,Laboratory Technician,1,3,Life Sciences,29,Travel_Rarely,4604,18,2,No,7,2,1,1,2,2,3,3,4,4,1,4,2,Yes,1,18-25,2-3 yrs,3K-5K,2.75
11554,32,Male,Married,Research & Development,Manager,2,4,Technical Degree,13,Travel_Rarely,8370,18,3,Yes,11,6,4,0,4,4,2,3,3,3,2,3,2,No,0,26-35,4-6 yrs,8K-12K,2.5
10590,37,Female,Married,Research & Development,Research Director,1,3,Marketing,1,Travel_Rarely,6332,11,0,No,19,7,4,7,7,3,6,3,3,1,3,4,2,No,0,36-45,7-10 yrs,5K-8K,2.5
10463,42,Male,Divorced,Research & Development,Laboratory Technician,2,3,Marketing,3,Travel_Frequently,10452,11,1,No,24,17,14,10,17,4,3,3,2,1,1,3,4,Yes,1,36-45,10+ yrs,8K-12K,2.25
10528,32,Male,Married,Sales,Manager,1,4,Life Sciences,5,Travel_Frequently,6932,15,0,No,12,3,1,2,0,5,5,3,1,2,2,3,1,No,0,26-35,2-3 yrs,5K-8K,2.0
10216,46,Female,Divorced,Human Resources,HR Business Partner,2,3,Life Sciences,1,Travel_Rarely,9217,12,0,Yes,26,18,16,15,16,5,0,3,4,3,3,3,2,No,0,46-55,10+ yrs,8K-12K,2.75
11054,36,Female,Married,Research & Development,Laboratory Technician,1,2,Life Sciences,14,Travel_Rarely,4537,16,0,No,18,11,11,5,8,1,1,4,1,4,3,2,2,No,0,36-45,10+ yrs,3K-5K,2.75
10164,42,Female,Married,Human Resources,Manager,2,3,Medical,4,Travel_Rarely,8300,13,1,No,20,14,11,0,11,7,3,3,4,3,4,3,2,No,0,36-45,10+ yrs,8K-12K,3.0
10599,32,Female,Divorced,Human Resources,HR Business Partner,4,1,Life Sciences,10,Travel_Frequently,12630,15,0,Yes,14,5,5,0,2,5,2,3,3,2,3,3,4,No,0,26-35,4-6 yrs,12K+,3.0
11171,47,Male,Single,Sales,Sales Representative,3,3,Medical,19,Travel_Rarely,10849,15,2,No,24,11,9,5,9,0,4,3,3,3,1,4,3,No,0,46-55,10+ yrs,8K-12K,2.75
10048,34,Male,Single,Research & Development,Healthcare Representative,2,5,Life Sciences,1,Travel_Rarely,7807,15,1,Yes,10,10,9,10,8,0,6,3,2,4,1,3,3,No,0,26-35,7-10 yrs,5K-8K,2.75
