EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,Education,EducationField,DistanceFromHome,BusinessTravel,MonthlyIncome,PercentSalaryHike,StockOptionLevel,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,PerformanceRating,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,Attrition,EmployeeCount,Over18,StandardHours
11163,43.0,Male,Single,Research & Development,Research Scientist,1,3,Medical,4,Travel_Rarely,6061.0,21,3,Yes,23,13,11,0.0,12,8,1,4,3,2.0,4.0,3,4,No,1,Y,80
11353,47.0,Male,Single,R&D,Research Director,2,3,Life Sciences,1,Travel_Rarely,8753.0,11,1,No,28,7,4,7.0,7,2,2,3,3,3.0,4.0,3,3,No,1,Y,80
10187,47.0,Male,Single,SALES,Sales Executive,1,2,Medical,7,Travel_Rarely,"$6,427",20,0,Yes,26,19,16,3.0,19,9,3,3,4,2.0,1.0,3,3,No,1,Y,80
10978,31.0,Female,Married,Research & Development,Research Director,2,3,Life Sciences,1,Travel_Rarely,8143.0,15,1,Yes,10,9,7,4.0,9,2,6,3,1,4.0,3.0,3,3,No,1,Y,80
11434,27.0,Female,Divorced,Research & Development,Healthcare Representative,2,4,Medical,1,Travel_Frequently,7408.0,20,1,No,8,3,3,2.0,3,1,4,3,3,2.0,4.0,3,2,No,1,Y,80
10675,41.0,Male,Single,Research & Development,Research Director,5,5,Life Sciences,1,Non-Travel,15637.0,22,2,No,23,11,8,8.0,10,9,1,4,3,1.0,4.0,4,2,No,1,Y,80
10315,41.0,Female,Single,Research & Development,Laboratory Technician,2,5,Life Sciences,3,Travel_Rarely,8901.0,11,0,Yes,21,17,17,7.0,17,4,1,3,3,4.0,2.0,3,4,No,1,Y,80
11217,32.0,Female,Single,Research & Development,Manufacturing Director,3,4,Medical,1,Travel_Rarely,10298.0,13,1,No,11,1,0,1.0,0,2,1,3,3,4.0,2.0,3,3,No,1,Y,80
11642,41.0,Male,Married,SALES,Sales Representative,2,4,Life Sciences,2,Non-Travel,8095.0,11,1,Yes,17,4,4,1.0,3,4,2,3,3,4.0,4.0,1,1,No,1,Y,80
11647,26.0,Female,Single,Sales,Manager,1,4,Marketing,1,Travel_Rarely,4663.0,15,0,Yes,3,0,0,0.0,0,2,1,3,3,4.0,1.0,3,1,Yes,1,Y,80
10134,49.0,Male,Married,Sales,Manager,3,2,Life Sciences,1,Travel_Frequently,13309.0,15,0,No,26,25,25,6.0,25,9,3,3,1,4.0,2.0,3,1,Yes,1,Y,80
10427,42.0,Female,Married,Research & Development,Laboratory Technician,1,3,Marketing,1 km,Travel_Rarely,7201.0,17,0,No,22,21,18,1.0,18,6,3,3,2,4.0,,2,4,No,1,Y,80
11530,39.0,Male,Divorced,Research & Development,Laboratory Technician,3,4,Medical,2,Travel_Rarely,9424.0,14,0,No,15,11,9,3.0,9,2,4,4,3,4.0,1.0,1,2,No,1,Y,80
10780,45.0,Male,Single,Sales,Sales Executive,2,5,Medical,1,Travel_Rarely,9281.0,16,1,No,27,9,6,6.0,8,3,2,3,2,1.0,4.0,3,4,No,1,Y,80
11423,42.0,Male,Married,Research & Development,Manager,2,3,Technical Degree,2,Travel_Rarely,7295.0,12,0,NO,22,20,19,6.0,19,3,3,3,3,1.0,1.0,2,3,Yes,1,Y,80
10082,27.0,Male,Divorced,Research & Development,Laboratory Technician,1,2,Technical Degree,1,Travel_Frequently,5802.0,11,1,No,5,5,4,3.0,3,1,6,4,3,2.0,3.0,3,2,No,1,Y,80
10834,37.0,Female,Married,Sales,Sales Representative,5,2,Life Sciences,1,Non-Travel,13587.0,17,1,Yes,13,4,2,1.0,1,5,6,3,3,4.0,4.0,3,1,No,1,Y,80
10635,41.0,Female,Married,Research & Development,Healthcare Representative,3,2,Medical,1,Travel_Frequently,9868.0,23,0,No,21,6,6,0.0,5,8,4,3,1,2.0,4.0,2,4,No,1,Y,80
11650,36.0,Female,Married,Research & Development,Manager,1,4,Technical Degree,5,Non-Travel,3851.0,24,1,Yes,17,8,6,8.0,7,7,4,3,2,3.0,2.0,3,4,Yes,1,Y,80
11472,35.0,Female,Single,Research & Development,Manufacturing Director,2,3,Life Sciences,3,Travel_Rarely,9486.0,14,0,NO,16,4,2,0.0,3,2,2,4,2,4.0,2.0,3,3,No,1,Y,80
10423,47.0,Male,Married,Human Resources,Human Resources,4,3,Medical,2,Travel_Rarely,14173.0,16,0,No,26,5,3,3.0,3,5,5,3,3,3.0,1.0,3,3,No,1,Y,80
11232,39.0,Female,Divorced,Sales,Sales Executive,1,4,Marketing,18,Travel_Rarely,6479.0,13,0,Yes,15,2,0,1.0,2,1,4,3,3,1.0,1.0,3,4,No,1,Y,80
10871,26.0,Male,Divorced,research & development,Research Director,3,2,Marketing,11,Travel_Frequently,9178.0,22,0,Yes,5,5,5,4.0,4,5,3,3,2,4.0,1.0,3,4,No,1,Y,80
11229,36.0,Female,Divorced,Research & Development,Research Director,2,3,Medical,4,Travel_Frequently,8673.0,11,2,No,18,18,17,6.0,17,0,4,3,1,3.0,3.0,3,4,No,1,Y,80
11206,26.0,Male,Married,Sales,Sales Representative,1,3,Life Sciences,10 km,Travel_Rarely,5253.0,17,1,Yes,4,0,0,,0,8,0,4,4,4.0,3.0,3,4,No,1,Y,80
10977,43.0,Male,Married,Sales,Sales Representative,2,3,Marketing,2,Travel_Rarely,8272.0,11,2,No,20,12,12,10.0,9,8,0,3,3,1.0,2.0,4,3,No,1,Y,80
10336,35.0,Female,Married,Sales,Manager,5,3,Life Sciences,3,Travel_Rarely,14828.0,18,0,No,17,9,6,1.0,8,4,0,3,2,2.0,4.0,3,3,Yes,1,Y,80
11334,31.0,Female,Divorced,Research & Development,  Research Scientist  ,5,5,Life Sciences,14,Travel_Rarely,13010.0,12,2,No,11,6,4,1.0,5,7,2,3,1,3.0,3.0,3,3,No,1,Y,80
10444,32.0,Female,Single,Research & Development,Manufacturing Director,2,3,Medical,1,Travel_Rarely,7541.0,16,0,No,12,4,2,4.0,1,4,4,3,3,2.0,3.0,3,1,No,1,Y,80
10539,24.0,Female,Married,Research & Development,Research Director,2,3,Medical,4,Non-Travel,6097.0,15,1, Yes,2,2,0,0.0,0,3,0,3,3,2.0,3.0,2,4,Yes,1,Y,80
10376,27.0,Female,Divorced,Research & Development,Manager,4,3,Other,6,Travel_Rarely,10848.0,11,0,No,6,5,5,4.0,3,8,0,4,4,4.0,4.0,2,4,No,1,Y,80
11396,42.0,Male,Married,Research & Development,Research Director,2,4,Medical,2,Travel_Rarely,7958.0,15,0,No,19,10,7,3.0,7,9,0,3,1,4.0,3.0,3,3,No,1,Y,80
10362,40.0,Male,Divorced,Sales,Manager,1,3,Technical Degree,15,Travel_Rarely,6037.0,21,0,No,20,16,16,11.0,15,2,3,3,2,4.0,3.0,1,1,No,1,Y,80
11578,28.0,Female,Divorced,Sales,Sales Representative,1,4,Technical Degree,3,Travel_Frequently,4913.0,20,1,No,7,6,4,4.0,3,5,4,3,3,2.0,2.0,3,4,Yes,1,Y,80
10665,23.0,Female,Married,Sales,Manager,1,3,Life Sciences,7,Travel_Frequently,5996.0,15,0,Yes,0,0,0,0.0,0,7,5,4,3,2.0,4.0,1,3,No,1,Y,80
11124,27.0,Female,Divorced,Human Resources,Human Resources,3,4,Technical Degree,11,Travel_Rarely,,14,1,No,8,4,2,3.0,3,7,4,3,3,4.0,4.0,3,3,No,1,Y,80
11098,42.0,Female,Single,Sales,Sales Representative,4,4,Life Sciences,15,Travel_Rarely,15892.0,11,2,No,19,0,0,0.0,0,2,4,3,4,4.0,2.0,4,2,No,1,Y,80
10730,47.0,Female,Single,Research & Development,Manager,1,2,Technical Degree,4,Non-Travel,8055.0,21,0,Yes,25,21,19,13.0,18,1,5,4,1,3.0,2.0,4,3,No,1,Y,80
11386,35.0,Female,Married,Human Resources,Human Resources,1,3,Life Sciences,2,Travel_Rarely,6068.0,12,0,No,11,8,5,0.0,7,5,1,3,4,2.0,4.0,1,3,Yes,1,Y,80
11379,38.0,Male,Single,Human Resources,Manager,2,4,Life Sciences,5,Travel_Frequently,,17,1,No,17,0,0,0.0,0,3,4,4,2,2.0,3.0,4,2,No,1,Y,80
11571,38.0,Female,Married,Research & Development,Research Scientist,5,3,Medical,20,Travel_Frequently,15185.0,11,0,Yes,16,3,1,0.0,3,8,6,3,2,2.0,1.0,3,4,No,1,Y,80
11058,40.0,Female,Divorced,Sales ,Sales Executive,5,4,Medical,1,Travel_Rarely,15076.0,13,0,No,18,7,7,1.0,4,6,3,3,3,2.0,3.0,2,3,No,1,Y,80
10532,50.0,Male,Divorced,Sales ,  Manager  ,4,4,Medical,17,Non-Travel,12204.0,17,1,No,28,27,25,13.0,27,7,5,3,4,2.0,1.0,2,3,No,1,Y,80
11263,60.0,Female,Single,Research & Development,Manufacturing Director,1,3,Technical Degree,13,Travel_Rarely,8042.0,12,2,No,39,3,2,3.0,1,4,5,4,3,3.0,4.0,3,4,No,1,Y,80
10410,23.0,Female,Married,Research & Development,Healthcare Representative,1,5,Marketing,3,Travel_Frequently,4126.0,17,1,Yes,4,2,2,0.0,0,0,0,4,3,4.0,4.0,2,2,No,1,Y,80
10013,60.0,Male,Single,Sales,Sales Executive,2,3,Medical,2,Travel_Rarely,10406.0,18,2,Yes,40,36,36,1.0,33,1,0,4,4,,,3,4,No,1,Y,80
10843,42.0,Male,Married,Research & Development,Laboratory Technician,3,2,Medical,5,Travel_Frequently,10640.0,19,1,Yes,20,15,15,14.0,13,6,1,3,4,3.0,1.0,3,2,No,1,Y,80
10405,35.0,Male,Single,Human Resources,Human Resources,5,2,Life Sciences,1,Travel_Frequently,14984.0,18,1,Yes,13,5,5,2.0,3,7,4,3,3,1.0,4.0,2,3,Yes,1,Y,80
10794,36.0,Male,Divorced,Human Resources,HR Business Partner,4,4,Technical Degree,4,Travel_Rarely,12032.0,12,0,No,17,10,8,7.0,7,2,0,3,3,3.0,2.0,3,2,No,1,Y,80
10074,40.0,Female,Married,R&D,Manufacturing Director,2,1,Life Sciences,3,Travel_Frequently,,18,0,No,17,8,8,4.0,7,8,6,3,3,2.0,4.0,3,4,No,1,Y,80
10196,39.0,Female,Married,Research & Development,Research Scientist,4,5,Marketing,15,Non-Travel,11504.0,16,1,No,16,1,0,0.0,0,8,1,3,4,3.0,1.0,3,2,No,1,Y,80
10400,46.0,Female,Married,Human Resources,Manager,2,5,Life Sciences,2,Travel_Rarely,7739.0,12,1,No,26,11,8,5.0,10,9,0,3,1,3.0,4.0,3,2,No,1,Y,80
11542,36.0,Male,Married,Sales,Manager,3,2,Medical,2 km,Travel_Rarely,10217.0,16,2,No,13,11,10,7.0,10,9,1,3,3,3.0,2.0,4,4,No,1,Y,80
11545,36.0,Male,Married,Sales,Sales Executive,3,3,Medical,6,Travel_Rarely,10616.0,11,1,Yes,16,0,0,0.0,0,8,6,3,3,2.0,3.0,2,3,No,1,Y,80
10306,37.0,Male,Married,R&D,Manufacturing Director,1,3,Technical Degree,11,Travel_Rarely,5869.0,17,0,No,17,2,0,2.0,0,9,4,3,1,3.0,2.0,3,1,No,1,Y,80
10629,41.0,Female,Married,Sales,Manager,1,3,Medical,4,Travel_Rarely,6371.0,15,0,No,19,4,1,4.0,1,0,6,3,3,2.0,4.0,2,4,No,1,Y,80
11377,25.0,Female,Single,Research & Development,Laboratory Technician,1,3,Life Sciences,29,Travel_Rarely,4604.0,18,2,No,7,2,1,1.0,2,2,3,3,4,4.0,1.0,4,2,Yes,1,Y,80
11554,32.0,Male,Married,Research & Development,Manager,2,4,Technical Degree,13,Travel_Rarely,8370.0,18,3,YES,11,6,4,0.0,4,4,2,3,3,3.0,2.0,3,2,No,1,Y,80
10590,37.0,Female,Married,Research & Development,Research Director,1,3,Marketing,1,Travel_Rarely,6332.0,11,0,No,19,7,4,7.0,7,3,6,3,3,1.0,3.0,4,2,No,1,Y,80
10463,42.0,Male,Divorced,Research & Development,Laboratory Technician,2,3,Marketing,3,Travel_Frequently,10452.0,11,1,No,24,17,14,10.0,17,4,3,3,2,1.0,1.0,3,4,Yes,1,Y,80
10805,29.0,Female,Single,Research & Development,Research Director,5,2,Medical,1,Travel_Rarely,15049.0,15,0,No,10,0,0,0.0,0,7,2,3,4,1.0,4.0,2,2,No,1,Y,80
10528,32.0,Male,Married,Sales,Manager,1,4,Life Sciences,5,Travel_Frequently,6932.0,15,0,No,12,3,1,2.0,0,5,5,3,1,2.0,2.0,3,1,No,1,Y,80
10216,46.0,Female,Divorced,Human Resources,HR Business Partner,2,3,Life Sciences,1,Travel_Rarely,9217.0,12,0,Yes,26,18,16,15.0,16,5,0,3,4,3.0,3.0,3,2,No,1,Y,80
11054,36.0,Female,Married,Research & Development,Laboratory Technician,1,2,Life Sciences,14,Travel_Rarely,4537.0,16,0,No,18,11,11,5.0,8,1,1,4,1,4.0,,2,2,No,1,Y,80
10164,42.0,Female,Married,Human Resources,Manager,2,3,Medical,4,Travel_Rarely,8300.0,13,1,No,20,14,11,0.0,11,7,3,3,4,3.0,4.0,3,2,No,1,Y,80
10599,32.0,Female,Divorced,Human Resources,HR Business Partner,4,1,Life Sciences,10,Travel_Frequently,12630.0,15,0,Yes,14,5,5,0.0,2,5,2,3,3,2.0,3.0,3,4,No,1,Y,80
11171,47.0,Male,Single,Sales,Sales Representative,3,3,Medical,19,Travel_Rarely,10849.0,15,2,No,24,11,9,5.0,9,0,4,3,3,3.0,1.0,4,3,No,1,Y,80
10048,34.0,Male,Single,Research & Development,Healthcare Representative,2,5,Life Sciences,1,Travel_Rarely,7807.0,15,1,Yes,10,10,9,10.0,8,0,6,3,2,4.0,1.0,3,3,No,1,Y,80
10747,34.0,Female,Single,Sales,Sales Representative,2,5,Life Sciences,1,Travel_Rarely,8268.0,15,0,No,15,2,0,0.0,2,7,3,3,3,1.0,1.0,4,4,No,1,Y,80
10099,36.0,Male,Married,Human Resources,HR Business Partner,2,3,Medical,1,Travel_Rarely,8624.0,14,0,No,15,4,2,3.0,1,6,6,3,2,1.0,4.0,3,4,Yes,1,Y,80
11113,42.0,Female,Single,Sales,Sales Representative,1,4,Medical,1,Travel_Frequently,5580.0,13,0,No,21,12,12,10.0,9,1,0,3,2,,4.0,4,2,No,1,Y,80
10547,39.0,Male,Married,Research & Development,Laboratory Technician,1,2,Medical,1,Travel_Rarely,5476.0,11,0,No,16,14,13,9.0,14,4,6,3,3,4.0,2.0,2,3,No,1,Y,80
11216,41.0,Female,Divorced,Sales,Sales Executive,3,3,Human Resources,7,Travel_Rarely,11681.0,14,1,No,19,0,0,0.0,0,0,2,3,3,3.0,1.0,3,4,No,1,Y,80
10063,37.0,Male,Married,Human Resources,Manager,3,3,Life Sciences,14,Travel_Rarely,9237.0,11,0,No,14,2,1,2.0,2,7,5,3,3,3.0,3.0,3,4,No,1,Y,80
10479,34.0,Female,Single,Sales,Sales Executive,4,4,Technical Degree,20,Travel_Rarely,13944.0,15,1,No,11,6,4,1.0,4,9,3,3,1,3.0,3.0,3,3,No,1,Y,80
10281,27.0,Female,Married,Human Resources,Manager,1,4,Life Sciences,4,Travel_Rarely,5327.0,11,1,No,9,9,6,8.0,8,5,4,4,2,2.0,2.0,2,2,Yes,1,Y,80
11607,30.0,Male,Married,Research & Development,Laboratory Technician,4,3,Medical,13,Non-Travel,"$12,339",12,0,No,10,9,7,8.0,7,7,4,3,2,3.0,2.0,3,4,Yes,1,Y,80
11014,43.0,Male,Single,Sales,Sales Representative,1,3,Medical,29,Travel_Rarely,6430.0,14,1,No,25,24,22,12.0,21,3,4,4,3,3.0,3.0,3,1,No,1,Y,80
10573,40.0,Male,Single,Sales,Manager,4,2,Technical Degree,8,Travel_Rarely,13727.0,17,2,Yes,22,9,9,2.0,9,9,6,3,3,3.0,2.0,3,1,No,1,Y,80
10903,26.0,Female,Single,Human Resources,Manager,1,4,Marketing,3,Travel_Rarely,5530.0,13,1,Yes,2,0,0,0.0,0,2,4,3,3,1.0,2.0,2,4,Yes,1,Y,80
10497,41.0,Female,Married,sales,Sales Representative,2,3,Medical,3,Travel_Rarely,7863.0,11,3,No,21,19,18,8.0,17,6,1,3,3,4.0,3.0,3,4,No,1,Y,80
10312,35.0,Female,Single,Research & Development,Research Director,4,3,Marketing,1,Travel_Frequently,13290.0,14,0,Yes,16,0,0,0.0,0,4,4,4,3,2.0,4.0,3,2,Yes,1,Y,80
10132,34.0,Female,Married,Research & Development,Research Scientist,1,3,Marketing,3,Travel_Rarely,7401.0,12,0,Yes,15,1,1,1.0,0,7,5,3,4,4.0,4.0,4,4,Yes,1,Y,80
10252,31.0,Male,Divorced,Research & Development,Research Scientist,4,1,Life Sciences,7,Travel_Rarely,10636.0,25,0,No,8,5,3,0.0,3,5,2,3,2,2.0,3.0,3,4,No,1,Y,80
11433,43.0,Male,Single,Human Resources,Human Resources,3,3,Life Sciences,1,Travel_Rarely,11771.0,16,0,Yes,21,9,9,8.0,6,2,6,3,3,3.0,3.0,3,4,No,1,Y,80
10495,22.0,Female,Married,Sales ,Sales Executive,1,2,Marketing,1,Travel_Frequently,3930.0,13,1,No,3,2,2,0.0,0,2,1,3,2,2.0,2.0,3,2,No,1,Y,80
10988,35.0,Female,Married,Research & Development,Research Director,4,3,Technical Degree,5,Travel_Frequently,13545.0,17,1,NO,16,16,13,13.0,16,4,0,3,2,4.0,4.0,3,1,No,1,Y,80
10864,41.0,Female,Married,Research & Development,Research Director,1,4,Marketing,2,Travel_Rarely,7601.0,12,3,Yes,21,1,0,1.0,0,8,6,3,3,4.0,4.0,3,2,No,1,Y,80
10773,25.0,Female,Married,Research & Development,Laboratory Technician,1,2,Life Sciences,1,Travel_Frequently,4764.0,18,1,No,7,5,5,4.0,4,9,2,3,2,1.0,4.0,3,4,No,1,Y,80
11075,46.0,Female,Married,Research & Development,Research Director,4,3,Life Sciences,1,Travel_Rarely,13992.0,15,3,No,24,19,17,14.0,19,0,4,3,2,1.0,1.0,1,3,Yes,1,Y,80
10626,31.0,Male,Single,Sales,  Sales Representative  ,1,4,Human Resources,16,Travel_Rarely,4457.0,16,2,No,8,7,4,2.0,5,2,1,4,3,3.0,1.0,2,1,No,1,Y,80
10803,44.0,Male,Divorced,Sales,Sales Representative,1,2,Human Resources,17,Travel_Rarely,6132.0,14,0,No,22,5,5,3.0,3,0,0,3,3,1.0,3.0,1,1,No,1,Y,80
10360,35.0,Male,Single,Research & Development,Manager,1,4,Human Resources,7,Non-Travel,5899.0,15,0,No,15,0,0,0.0,0,4,6,3,3,4.0,1.0,2,4,Yes,1,Y,80
11470,31.0,Male,Married,Sales,Sales Representative,5,4,Technical Degree,6,Non-Travel,14723.0,14,0, Yes,12,7,4,0.0,6,1,4,4,1,3.0,4.0,3,1,No,1,Y,80
10703,57.0,Male,Single,Sales,Manager,2,3,Technical Degree,1,Travel_Rarely,11170.0,11,1,Yes,35,4,1,1.0,2,1,6,3,3,3.0,3.0,4,1,Yes,1,Y,80
10662,,Male,Married,Research & Development,Research Director,2,5,Medical,1,Non-Travel,7940.0,18,1,No,23,19,16,3.0,18,5,6,3,3,3.0,3.0,3,4,Yes,1,Y,80
11310,37.0,Male,Single,Research & Development,Manufacturing Director,1,4,Life Sciences,4,Travel_Rarely,5775.0,16,0,Yes,18,8,5,6.0,5,5,0,3,3,2.0,3.0,2,4,Yes,1,Y,80
10240,44.0,Male,Married,Sales,Manager,3,3,Life Sciences,3,Travel_Frequently,10321.0,12,1,No,21,3,1,3.0,3,8,4,3,3,1.0,3.0,2,1,No,1,Y,80
10351,38.0,Male,Divorced,Human Resources,Human Resources,1,4,Life Sciences,9,Travel_Rarely,7220.0,15,0,No,17,3,1,3.0,2,6,6,3,3,1.0,4.0,4,2,No,1,Y,80
10861,50.0,Female,Married,Human Resources,HR Business Partner,4,5,Life Sciences,4,Travel_Rarely,15742.0,21,0,No,27,24,22,13.0,23,7,3,3,3,3.0,,3,3,No,1,Y,80
11360,34.0,Male,Married,Sales,Manager,3,4,Medical,2,Travel_Rarely,9385.0,11,0,Yes,14,14,13,12.0,13,3,5,3,3,3.0,3.0,4,1,Yes,1,Y,80
10633,33.0,Male,Single,Research & Development,Research Scientist,2,3,Marketing,4,Travel_Rarely,8739.0,15,0,Yes,10,6,6,2.0,4,1,2,3,1,3.0,2.0,3,4,No,1,Y,80
11181,31.0,Female,Married,Research & Development,Research Scientist,4,4,Technical Degree,3,Travel_Rarely,11978.0,25,1,No,7,6,3,4.0,6,4,6,3,3,2.0,2.0,2,4,No,1,Y,80
11125,36.0,Male,Married,Sales,Manager,3,3,Human Resources,2,Travel_Frequently,9901.0,22,1,Yes,12,9,9,9.0,9,5,6,3,3,2.0,2.0,3,3,No,1,Y,80
10603,30.0,Male,Divorced,Research & Development,Laboratory Technician,3,4,Medical,4,Travel_Rarely,11778.0,16,0,No,9,5,4,2.0,4,2,6,3,3,4.0,4.0,3,3,No,1,Y,80
11210,33.0,Male,Married,Research & Development,Research Director,2,3,Life Sciences,1,Travel_Rarely,7413.0,12,1,No,15,7,4,7.0,5,2,0,3,4,4.0,,2,3,No,1,Y,80
11179,27.0,Male,Married,Sales,Sales Representative,2,3,Life Sciences,7,Travel_Rarely,,11,0,No,3,3,3,1.0,0,2,5,4,2,2.0,4.0,3,4,No,1,Y,80
10548,47.0,Female,Divorced,Research & Development,Research Director,1,2,Life Sciences,17,Travel_Rarely,7451.0,13,2,Yes,28,2,0,2.0,2,5,1,3,4,2.0,3.0,2,1,Yes,1,Y,80
10920,20.0,Female,Married,Research & Development,Research Scientist,2,3,Technical Degree,15,Non-Travel,6671.0,11,1,Yes,0,0,0,0.0,0,0,2,3,1,3.0,3.0,3,4,Yes,1,Y,80
10028,27.0,Female,Divorced,Sales,Sales Representative,3,4,Technical Degree,4,Travel_Frequently,7378.0,16,2,Yes,5,2,2,2.0,2,1,4,3,1,3.0,4.0,3,2,No,1,Y,80
10992,35.0,Male,Divorced,Sales,Sales Representative,5,2,Medical,9,Travel_Rarely,13966.0,18,1,No,15,2,1,1.0,2,5,1,4,3,1.0,4.0,2,3,No,1,Y,80
10734,48.0,Female,Married,Research & Development,Manufacturing Director,1,2,Marketing,4,Travel_Rarely,5780.0,18,1,No,27,5,5,1.0,3,4,0,3,2,2.0,4.0,3,4,No,1,Y,80
11359,38.0,Female,Married,Human Resources,Human Resources,4,2,Medical,19,Non-Travel,12483.0,23,1,No,18,10,9,9.0,9,9,6,3,4,2.0,3.0,2,3,Yes,1,Y,80
10944,30.0,Male,Divorced,Research & Development,Research Scientist,5,4,Human Resources,8,Travel_Rarely,13682.0,15,0,No,6,4,4,4.0,3,0,5,3,3,4.0,3.0,3,2,Yes,1,Y,80
10488,42.0,Male,Single,Research & Development,  Research Director  ,1,3,Life Sciences,6,Travel_Rarely,6175.0,16,1,No,22,9,6,,8,4,4,3,1,4.0,1.0,2,1,Yes,1,Y,80
10922,28.0,Male,Single,Sales,Manager,1,4,Medical,1,Travel_Rarely,4772.0,20,2,No,10,3,0,0.0,3,4,2,3,3,1.0,2.0,3,4,No,1,Y,80
11352,46.0,Male,Married,Research & Development,Healthcare Representative,4,3,Marketing,22,Travel_Rarely,13371.0,18,0,No,23,8,7,6.0,8,8,4,3,3,4.0,3.0,2,2,No,1,Y,80
11158,31.0,Female,Married,Research & Development,Laboratory Technician,1,3,Life Sciences,17,Travel_Frequently,6239.0,11,1,No,12,8,7,5.0,5,7,3,3,3,2.0,2.0,4,1,No,1,Y,80
11037,39.0,Female,Divorced,Sales,  Manager  ,5,3,,2,Travel_Rarely,14527.0,14,2,No,15,9,6,9.0,7,1,6,3,2,1.0,4.0,4,3,No,1,Y,80
10496,19.0,Male,Married,Sales,Sales Representative,1,3,Marketing,4,Travel_Rarely,5523.0,12,1,No,0,0,0,0.0,0,4,5,4,3,1.0,3.0,3,3,No,1,Y,80
10724,27.0,Female,Married,Sales,Sales Executive,1,2,Medical,1,Travel_Rarely,5362.0,14,1,No,4,0,0,0.0,0,5,2,3,1,1.0,,3,4,No,1,Y,80
10091,41.0,Male,Single,Research & Development,Manufacturing Director,1,3,Life Sciences,3,Travel_Rarely,7019.0,11,0,No,18,0,0,0.0,0,2,1,3,1,1.0,2.0,3,4,No,1,Y,80
10969,23.0,Male,Married,Research & Development,Research Scientist,3,3,Technical Degree,15,Travel_Rarely,9076.0,18,0,No,2,0,0,0.0,0,8,0,4,3,3.0,2.0,2,2,No,1,Y,80
10263,37.0,Male,Married,Research & Development,Healthcare Representative,2,5,,6,Travel_Rarely,9977.0,11,0,No,18,16,13,10.0,14,6,5,3,3,3.0,3.0,4,4,No,1,Y,80
11055,32.0,Male,Single,Human Resources,Human Resources,5,1,Technical Degree,5,Travel_Frequently,15272.0,11,1,No,12,7,7,2.0,6,5,6,3,2,1.0,2.0,3,4,No,1,Y,80
10814,33.0,Male,Single,Research & Development,Healthcare Representative,1,3,Life Sciences,14,Travel_Rarely,7463.0,16,0,Yes,11,9,9,1.0,6,3,0,3,3,4.0,3.0,2,4,No,1,Y,80
10149,32.0,Female,Married,Research & Development,Research Director,4,5,Medical,17,Travel_Rarely,12123.0,14,1,Yes,8,5,3,4.0,5,7,1,4,3,1.0,4.0,3,4,No,1,Y,80
11190,30.0,Male,Married,Sales,Sales Executive,1,4,Marketing,23,Travel_Rarely,4675.0,22,0,No,7,3,2,1.0,0,8,3,3,2,2.0,2.0,4,2,Yes,1,Y,80
10391,24.0,Male,Single,Research & Development,  Research Scientist  ,1,3,Marketing,2,Travel_Frequently,5260.0,11,0,No,3,1,1,0.0,0,4,0,3,3,4.0,1.0,3,1,No,1,Y,80
10079,22.0,Female,Married,Sales,Sales Representative,2,3,Technical Degree,1,Travel_Rarely,8124.0,13,1,No,4,4,4,0.0,1,9,1,3,3,2.0,4.0,3,4,No,1,Y,80
11637,51.0,Female,Married,Sales,Sales Representative,5,2,Medical,7,Non-Travel,16342.0,13,0,No,31,9,7,8.0,7,3,5,3,2,3.0,2.0,1,3,No,1,Y,80
11581,39.0,Female,Single,Sales,Sales Representative,3,3,Marketing,2,Travel_Rarely,11230.0,17,0,Yes,20,1,0,0.0,0,6,5,3,4,3.0,3.0,3,4,No,1,Y,80
11292,33.0,Female,Divorced,Human Resources,  Human Resources  ,2,4,Medical,22,Travel_Rarely,8301.0,12,1,No,10,10,10,9.0,7,3,2,3,2,3.0,3.0,3,3,No,1,Y,80
10036,35.0,Female,Divorced,Research & Development,Manager,2,3,Life Sciences,1,Travel_Rarely,7774.0,11,1,No,16,9,7,3.0,6,6,3,3,3,1.0,4.0,3,3,No,1,Y,80
11629,36.0,Male,Married,Research & Development,Manufacturing Director,2,3,Medical,7,Travel_Frequently,9113.0,11,0,No,13,2,0,2.0,2,0,0,3,3,3.0,4.0,4,4,Yes,1,Y,80
11305,49.0,Male,Divorced,Human Resources,HR Business Partner,2,4,,9,Travel_Rarely,11840.0,16,1,No,31,25,22,5.0,25,5,6,3,3,1.0,3.0,1,3,No,1,Y,80
11239,45.0,Female,Divorced,Sales,Sales Representative,3,2,Medical,4,Travel_Rarely,"$11,260",16,1,Yes,25,3,2,2.0,2,5,2,3,2,4.0,3.0,4,1,No,1,Y,80
10846,26.0,Male,Married,Research & Development,Manager,1,3,Medical,8,Travel_Rarely,5769.0,13,1,Yes,2,0,0,0.0,0,7,5,3,2,1.0,3.0,3,1,No,1,Y,80
10324,31.0,Female,Single,Human Resources,HR Business Partner,2,3,Human Resources,13,Travel_Rarely,8333.0,11,1,No,11,7,7,7.0,7,9,0,3,1,2.0,4.0,3,4,No,1,Y,80
